C,SETP.WORLD,DVD_ROOFTOP_PV_ACTUAL,AEMO,PUBLIC,2019/12/07,03:15:10,0000000316150115,DEMAND,0000000316149940
I,ROOFTOP,ACTUAL,2,INTERVAL_DATETIME,REGIONID,POWER,QI,TYPE,LASTCHANGED
D,ROOFTOP,ACTUAL,2,"2019/11/01 00:30:00",NSW1,0,1,MEASUREMENT,"2019/11/01 00:50:40"
D,ROOFTOP,ACTUAL,2,"2019/11/01 00:30:00",NSW1,0,0.6,SATELLITE,"2019/11/01 00:50:25"
D,ROOFTOP,ACTUAL,2,"2019/11/01 00:30:00",QLD1,0,1,MEASUREMENT,"2019/11/01 00:50:40"
D,ROOFTOP,ACTUAL,2,"2019/11/01 00:30:00",QLD1,0,0.6,SATELLITE,"2019/11/01 00:50:25"
D,ROOFTOP,ACTUAL,2,"2019/11/01 00:30:00",QLDC,0,1,MEASUREMENT,"2019/11/01 00:50:40"
D,ROOFTOP,ACTUAL,2,"2019/11/01 00:30:00",QLDC,0,0.6,SATELLITE,"2019/11/01 00:50:25"
D,ROOFTOP,ACTUAL,2,"2019/11/01 00:30:00",QLDN,0,1,MEASUREMENT,"2019/11/01 00:50:40"
D,ROOFTOP,ACTUAL,2,"2019/11/01 00:30:00",QLDN,0,0.6,SATELLITE,"2019/11/01 00:50:25"
D,ROOFTOP,ACTUAL,2,"2019/11/01 00:30:00",QLDS,0,1,MEASUREMENT,"2019/11/01 00:50:40"
D,ROOFTOP,ACTUAL,2,"2019/11/01 00:30:00",QLDS,0,0.6,SATELLITE,"2019/11/01 00:50:25"
D,ROOFTOP,ACTUAL,2,"2019/11/01 00:30:00",SA1,0,1,MEASUREMENT,"2019/11/01 00:50:40"
D,ROOFTOP,ACTUAL,2,"2019/11/01 00:30:00",SA1,0,0.6,SATELLITE,"2019/11/01 00:50:25"
D,ROOFTOP,ACTUAL,2,"2019/11/01 00:30:00",TAS1,0,1,MEASUREMENT,"2019/11/01 00:50:40"
D,ROOFTOP,ACTUAL,2,"2019/11/01 00:30:00",TAS1,0,0.6,SATELLITE,"2019/11/01 00:50:25"
D,ROOFTOP,ACTUAL,2,"2019/11/01 00:30:00",TASN,0,1,MEASUREMENT,"2019/11/01 00:50:40"
D,ROOFTOP,ACTUAL,2,"2019/11/01 00:30:00",TASN,0,0.6,SATELLITE,"2019/11/01 00:50:25"
D,ROOFTOP,ACTUAL,2,"2019/11/01 00:30:00",TASS,0,1,MEASUREMENT,"2019/11/01 00:50:40"
D,ROOFTOP,ACTUAL,2,"2019/11/01 00:30:00",TASS,0,0.6,SATELLITE,"2019/11/01 00:50:25"
D,ROOFTOP,ACTUAL,2,"2019/11/01 00:30:00",VIC1,0,0.6,SATELLITE,"2019/11/01 00:50:25"
D,ROOFTOP,ACTUAL,2,"2019/11/01 00:30:00",VIC1,0,1,MEASUREMENT,"2019/11/01 00:50:40"
D,ROOFTOP,ACTUAL,2,"2019/11/01 01:00:00",NSW1,0,0.6,SATELLITE,"2019/11/01 01:20:32"
D,ROOFTOP,ACTUAL,2,"2019/11/01 01:00:00",NSW1,0,1,MEASUREMENT,"2019/11/01 01:20:36"
D,ROOFTOP,ACTUAL,2,"2019/11/01 01:00:00",QLD1,0,0.6,SATELLITE,"2019/11/01 01:20:32"
D,ROOFTOP,ACTUAL,2,"2019/11/01 01:00:00",QLD1,0,1,MEASUREMENT,"2019/11/01 01:20:36"
D,ROOFTOP,ACTUAL,2,"2019/11/01 01:00:00",QLDC,0,1,MEASUREMENT,"2019/11/01 01:20:36"
D,ROOFTOP,ACTUAL,2,"2019/11/01 01:00:00",QLDC,0,0.6,SATELLITE,"2019/11/01 01:20:32"
D,ROOFTOP,ACTUAL,2,"2019/11/01 01:00:00",QLDN,0,0.6,SATELLITE,"2019/11/01 01:20:32"
D,ROOFTOP,ACTUAL,2,"2019/11/01 01:00:00",QLDN,0,1,MEASUREMENT,"2019/11/01 01:20:36"
D,ROOFTOP,ACTUAL,2,"2019/11/01 01:00:00",QLDS,0,1,MEASUREMENT,"2019/11/01 01:20:36"
D,ROOFTOP,ACTUAL,2,"2019/11/01 01:00:00",QLDS,0,0.6,SATELLITE,"2019/11/01 01:20:32"
D,ROOFTOP,ACTUAL,2,"2019/11/01 01:00:00",SA1,0,1,MEASUREMENT,"2019/11/01 01:20:36"
D,ROOFTOP,ACTUAL,2,"2019/11/01 01:00:00",SA1,0,0.6,SATELLITE,"2019/11/01 01:20:32"
D,ROOFTOP,ACTUAL,2,"2019/11/01 01:00:00",TAS1,0,1,MEASUREMENT,"2019/11/01 01:20:36"
D,ROOFTOP,ACTUAL,2,"2019/11/01 01:00:00",TAS1,0,0.6,SATELLITE,"2019/11/01 01:20:32"
D,ROOFTOP,ACTUAL,2,"2019/11/01 01:00:00",TASN,0,1,MEASUREMENT,"2019/11/01 01:20:36"
D,ROOFTOP,ACTUAL,2,"2019/11/01 01:00:00",TASN,0,0.6,SATELLITE,"2019/11/01 01:20:32"
