C,SETP.WORLD,DVD_ROOFTOP_PV_ACTUAL,AEMO,PUBLIC,2022/04/07,14:45:15,0000000360841888,DEMAND,0000000360841717
I,ROOFTOP,ACTUAL,2,INTERVAL_DATETIME,REGIONID,POWER,QI,TYPE,LASTCHANGED
D,ROOFTOP,ACTUAL,2,"2022/03/01 00:30:00",NSW1,0,1,MEASUREMENT,"2022/03/01 00:49:42"
D,ROOFTOP,ACTUAL,2,"2022/03/01 00:30:00",NSW1,0,0.6,SATELLITE,"2022/03/01 00:50:30"
D,ROOFTOP,ACTUAL,2,"2022/03/01 00:30:00",QLD1,0,1,MEASUREMENT,"2022/03/01 00:49:42"
D,ROOFTOP,ACTUAL,2,"2022/03/01 00:30:00",QLD1,0,0.6,SATELLITE,"2022/03/01 00:50:30"
D,ROOFTOP,ACTUAL,2,"2022/03/01 00:30:00",QLDC,0,1,MEASUREMENT,"2022/03/01 00:49:42"
D,ROOFTOP,ACTUAL,2,"2022/03/01 00:30:00",QLDC,0,0.6,SATELLITE,"2022/03/01 00:50:30"
D,ROOFTOP,ACTUAL,2,"2022/03/01 00:30:00",QLDN,0,1,MEASUREMENT,"2022/03/01 00:49:42"
D,ROOFTOP,ACTUAL,2,"2022/03/01 00:30:00",QLDN,0,0.6,SATELLITE,"2022/03/01 00:50:30"
D,ROOFTOP,ACTUAL,2,"2022/03/01 00:30:00",QLDS,0,1,MEASUREMENT,"2022/03/01 00:49:43"
D,ROOFTOP,ACTUAL,2,"2022/03/01 00:30:00",QLDS,0,0.6,SATELLITE,"2022/03/01 00:50:30"
D,ROOFTOP,ACTUAL,2,"2022/03/01 00:30:00",SA1,0,1,MEASUREMENT,"2022/03/01 00:49:43"
D,ROOFTOP,ACTUAL,2,"2022/03/01 00:30:00",SA1,0,0.6,SATELLITE,"2022/03/01 00:50:30"
D,ROOFTOP,ACTUAL,2,"2022/03/01 00:30:00",TAS1,0,1,MEASUREMENT,"2022/03/01 00:49:43"
D,ROOFTOP,ACTUAL,2,"2022/03/01 00:30:00",TAS1,0,0.6,SATELLITE,"2022/03/01 00:50:30"
D,ROOFTOP,ACTUAL,2,"2022/03/01 00:30:00",TASN,0,0.6,SATELLITE,"2022/03/01 00:50:30"
D,ROOFTOP,ACTUAL,2,"2022/03/01 00:30:00",TASN,0,1,MEASUREMENT,"2022/03/01 00:49:43"
D,ROOFTOP,ACTUAL,2,"2022/03/01 00:30:00",TASS,0,1,MEASUREMENT,"2022/03/01 00:49:43"
D,ROOFTOP,ACTUAL,2,"2022/03/01 00:30:00",TASS,0,0.6,SATELLITE,"2022/03/01 00:50:30"
D,ROOFTOP,ACTUAL,2,"2022/03/01 00:30:00",VIC1,0,0.6,SATELLITE,"2022/03/01 00:50:30"
D,ROOFTOP,ACTUAL,2,"2022/03/01 00:30:00",VIC1,0,1,MEASUREMENT,"2022/03/01 00:49:43"
D,ROOFTOP,ACTUAL,2,"2022/03/01 01:00:00",NSW1,0,0.6,SATELLITE,"2022/03/01 01:20:24"
D,ROOFTOP,ACTUAL,2,"2022/03/01 01:00:00",NSW1,0,1,MEASUREMENT,"2022/03/01 01:19:37"
D,ROOFTOP,ACTUAL,2,"2022/03/01 01:00:00",QLD1,0,1,MEASUREMENT,"2022/03/01 01:19:37"
D,ROOFTOP,ACTUAL,2,"2022/03/01 01:00:00",QLD1,0,0.6,SATELLITE,"2022/03/01 01:20:24"
D,ROOFTOP,ACTUAL,2,"2022/03/01 01:00:00",QLDC,0,1,MEASUREMENT,"2022/03/01 01:19:37"
D,ROOFTOP,ACTUAL,2,"2022/03/01 01:00:00",QLDC,0,0.6,SATELLITE,"2022/03/01 01:20:24"
D,ROOFTOP,ACTUAL,2,"2022/03/01 01:00:00",QLDN,0,1,MEASUREMENT,"2022/03/01 01:19:37"
D,ROOFTOP,ACTUAL,2,"2022/03/01 01:00:00",QLDN,0,0.6,SATELLITE,"2022/03/01 01:20:24"
D,ROOFTOP,ACTUAL,2,"2022/03/01 01:00:00",QLDS,0,1,MEASUREMENT,"2022/03/01 01:19:37"
D,ROOFTOP,ACTUAL,2,"2022/03/01 01:00:00",QLDS,0,0.6,SATELLITE,"2022/03/01 01:20:24"
D,ROOFTOP,ACTUAL,2,"2022/03/01 01:00:00",SA1,0,1,MEASUREMENT,"2022/03/01 01:19:37"
D,ROOFTOP,ACTUAL,2,"2022/03/01 01:00:00",SA1,0,0.6,SATELLITE,"2022/03/01 01:20:24"
D,ROOFTOP,ACTUAL,2,"2022/03/01 01:00:00",TAS1,0,1,MEASUREMENT,"2022/03/01 01:19:37"
D,ROOFTOP,ACTUAL,2,"2022/03/01 01:00:00",TAS1,0,0.6,SATELLITE,"2022/03/01 01:20:24"
D,ROOFTOP,ACTUAL,2,"2022/03/01 01:00:00",TASN,0,0.6,SATELLITE,"2022/03/01 01:20:24"
