C,SETP.WORLD,DVD_ROOFTOP_PV_ACTUAL,AEMO,PUBLIC,2023/01/07,12:55:24,0000000378353038,DEMAND,0000000378352865
I,ROOFTOP,ACTUAL,2,INTERVAL_DATETIME,REGIONID,POWER,QI,TYPE,LASTCHANGED
D,ROOFTOP,ACTUAL,2,"2022/12/01 00:30:00",NSW1,0,1,MEASUREMENT,"2022/12/01 00:49:24"
D,ROOFTOP,ACTUAL,2,"2022/12/01 00:30:00",NSW1,0,0.6,SATELLITE,"2022/12/01 00:50:24"
D,ROOFTOP,ACTUAL,2,"2022/12/01 00:30:00",QLD1,0,1,MEASUREMENT,"2022/12/01 00:49:24"
D,ROOFTOP,ACTUAL,2,"2022/12/01 00:30:00",QLD1,0,0.6,SATELLITE,"2022/12/01 00:50:24"
D,ROOFTOP,ACTUAL,2,"2022/12/01 00:30:00",QLDC,0,0.6,SATELLITE,"2022/12/01 00:50:24"
D,ROOFTOP,ACTUAL,2,"2022/12/01 00:30:00",QLDC,0,1,MEASUREMENT,"2022/12/01 00:49:24"
D,ROOFTOP,ACTUAL,2,"2022/12/01 00:30:00",QLDN,0,1,MEASUREMENT,"2022/12/01 00:49:24"
D,ROOFTOP,ACTUAL,2,"2022/12/01 00:30:00",QLDN,0,0.6,SATELLITE,"2022/12/01 00:50:24"
D,ROOFTOP,ACTUAL,2,"2022/12/01 00:30:00",QLDS,0,1,MEASUREMENT,"2022/12/01 00:49:24"
D,ROOFTOP,ACTUAL,2,"2022/12/01 00:30:00",QLDS,0,0.6,SATELLITE,"2022/12/01 00:50:24"
D,ROOFTOP,ACTUAL,2,"2022/12/01 00:30:00",SA1,0,1,MEASUREMENT,"2022/12/01 00:49:24"
D,ROOFTOP,ACTUAL,2,"2022/12/01 00:30:00",SA1,0,0.6,SATELLITE,"2022/12/01 00:50:24"
D,ROOFTOP,ACTUAL,2,"2022/12/01 00:30:00",TAS1,0,1,MEASUREMENT,"2022/12/01 00:49:24"
D,ROOFTOP,ACTUAL,2,"2022/12/01 00:30:00",TAS1,0,0.6,SATELLITE,"2022/12/01 00:50:24"
D,ROOFTOP,ACTUAL,2,"2022/12/01 00:30:00",TASN,0,1,MEASUREMENT,"2022/12/01 00:49:24"
D,ROOFTOP,ACTUAL,2,"2022/12/01 00:30:00",TASN,0,0.6,SATELLITE,"2022/12/01 00:50:25"
D,ROOFTOP,ACTUAL,2,"2022/12/01 00:30:00",TASS,0,1,MEASUREMENT,"2022/12/01 00:49:24"
D,ROOFTOP,ACTUAL,2,"2022/12/01 00:30:00",TASS,0,0.6,SATELLITE,"2022/12/01 00:50:25"
D,ROOFTOP,ACTUAL,2,"2022/12/01 00:30:00",VIC1,0,0.6,SATELLITE,"2022/12/01 00:50:25"
D,ROOFTOP,ACTUAL,2,"2022/12/01 00:30:00",VIC1,0,1,MEASUREMENT,"2022/12/01 00:49:24"
D,ROOFTOP,ACTUAL,2,"2022/12/01 01:00:00",NSW1,0,1,MEASUREMENT,"2022/12/01 01:19:25"
D,ROOFTOP,ACTUAL,2,"2022/12/01 01:00:00",NSW1,0,0.6,SATELLITE,"2022/12/01 01:20:20"
D,ROOFTOP,ACTUAL,2,"2022/12/01 01:00:00",QLD1,0,1,MEASUREMENT,"2022/12/01 01:19:25"
D,ROOFTOP,ACTUAL,2,"2022/12/01 01:00:00",QLD1,0,0.6,SATELLITE,"2022/12/01 01:20:20"
D,ROOFTOP,ACTUAL,2,"2022/12/01 01:00:00",QLDC,0,1,MEASUREMENT,"2022/12/01 01:19:25"
D,ROOFTOP,ACTUAL,2,"2022/12/01 01:00:00",QLDC,0,0.6,SATELLITE,"2022/12/01 01:20:20"
D,ROOFTOP,ACTUAL,2,"2022/12/01 01:00:00",QLDN,0,0.6,SATELLITE,"2022/12/01 01:20:20"
D,ROOFTOP,ACTUAL,2,"2022/12/01 01:00:00",QLDN,0,1,MEASUREMENT,"2022/12/01 01:19:25"
D,ROOFTOP,ACTUAL,2,"2022/12/01 01:00:00",QLDS,0,0.6,SATELLITE,"2022/12/01 01:20:20"
D,ROOFTOP,ACTUAL,2,"2022/12/01 01:00:00",QLDS,0,1,MEASUREMENT,"2022/12/01 01:19:26"
D,ROOFTOP,ACTUAL,2,"2022/12/01 01:00:00",SA1,0,1,MEASUREMENT,"2022/12/01 01:19:26"
D,ROOFTOP,ACTUAL,2,"2022/12/01 01:00:00",SA1,0,0.6,SATELLITE,"2022/12/01 01:20:21"
D,ROOFTOP,ACTUAL,2,"2022/12/01 01:00:00",TAS1,0,1,MEASUREMENT,"2022/12/01 01:19:26"
D,ROOFTOP,ACTUAL,2,"2022/12/01 01:00:00",TAS1,0,0.6,SATELLITE,"2022/12/01 01:20:21"
D,ROOFTOP,ACTUAL,2,"2022/12/01 01:00:00",TASN,0,0.6,SATELLITE,"2022/12/01 01:20:21"
D,ROOFTOP,ACTUAL,2,"2022/12/01 01:00:00",TASN,0,1,MEASUREMENT,"2022/12/01 01:19:26"
D,ROOFTOP,ACTUAL,2,"2022/12/01 01:00:00",TASS,0,1,MEASUREMENT,"2022/12/01 01:19:26"
D,ROOFTOP,ACTUAL,2,"2022/12/01 01:00:00",TASS,0,0.6,SATELLITE,"2022/12/01 01:20:21"
D,ROOFTOP,ACTUAL,2,"2022/12/01 01:00:00",VIC1,0,1,MEASUREMENT,"2022/12/01 01:19:26"
D,ROOFTOP,ACTUAL,2,"2022/12/01 01:00:00",VIC1,0,0.6,SATELLITE,"2022/12/01 01:20:21"
D,ROOFTOP,ACTUAL,2,"2022/12/01 01:30:00",NSW1,0,0.6,SATELLITE,"2022/12/01 01:50:22"
D,ROOFTOP,ACTUAL,2,"2022/12/01 01:30:00",NSW1,0,1,MEASUREMENT,"2022/12/01 01:49:27"
D,ROOFTOP,ACTUAL,2,"2022/12/01 01:30:00",QLD1,0,0.6,SATELLITE,"2022/12/01 01:50:22"
D,ROOFTOP,ACTUAL,2,"2022/12/01 01:30:00",QLD1,0,1,MEASUREMENT,"2022/12/01 01:49:28"
D,ROOFTOP,ACTUAL,2,"2022/12/01 01:30:00",QLDC,0,1,MEASUREMENT,"2022/12/01 01:49:28"
D,ROOFTOP,ACTUAL,2,"2022/12/01 01:30:00",QLDC,0,0.6,SATELLITE,"2022/12/01 01:50:22"
D,ROOFTOP,ACTUAL,2,"2022/12/01 01:30:00",QLDN,0,0.6,SATELLITE,"2022/12/01 01:50:22"
D,ROOFTOP,ACTUAL,2,"2022/12/01 01:30:00",QLDN,0,1,MEASUREMENT,"2022/12/01 01:49:28"
D,ROOFTOP,ACTUAL,2,"2022/12/01 01:30:00",QLDS,0,1,MEASUREMENT,"2022/12/01 01:49:28"
D,ROOFTOP,ACTUAL,2,"2022/12/01 01:30:00",QLDS,0,0.6,SATELLITE,"2022/12/01 01:50:22"
D,ROOFTOP,ACTUAL,2,"2022/12/01 01:30:00",SA1,0,1,MEASUREMENT,"2022/12/01 01:49:28"
D,ROOFTOP,ACTUAL,2,"2022/12/01 01:30:00",SA1,0,0.6,SATELLITE,"2022/12/01 01:50:22"
D,ROOFTOP,ACTUAL,2,"2022/12/01 01:30:00",TAS1,0,1,MEASUREMENT,"2022/12/01 01:49:28"
D,ROOFTOP,ACTUAL,2,"2022/12/01 01:30:00",TAS1,0,0.6,SATELLITE,"2022/12/01 01:50:22"
D,ROOFTOP,ACTUAL,2,"2022/12/01 01:30:00",TASN,0,1,MEASUREMENT,"2022/12/01 01:49:28"
D,ROOFTOP,ACTUAL,2,"2022/12/01 01:30:00",TASN,0,0.6,SATELLITE,"2022/12/01 01:50:22"
D,ROOFTOP,ACTUAL,2,"2022/12/01 01:30:00",TASS,0,1,MEASUREMENT,"2022/12/01 01:49:28"
D,ROOFTOP,ACTUAL,2,"2022/12/01 01:30:00",TASS,0,0.6,SATELLITE,"2022/12/01 01:50:22"
D,ROOFTOP,ACTUAL,2,"2022/12/01 01:30:00",VIC1,0,0.6,SATELLITE,"2022/12/01 01:50:22"
D,ROOFTOP,ACTUAL,2,"2022/12/01 01:30:00",VIC1,0,1,MEASUREMENT,"2022/12/01 01:49:28"
D,ROOFTOP,ACTUAL,2,"2022/12/01 02:00:00",NSW1,0,1,MEASUREMENT,"2022/12/01 02:19:29"
D,ROOFTOP,ACTUAL,2,"2022/12/01 02:00:00",NSW1,0,0.6,SATELLITE,"2022/12/01 02:20:23"
D,ROOFTOP,ACTUAL,2,"2022/12/01 02:00:00",QLD1,0,1,MEASUREMENT,"2022/12/01 02:19:29"
D,ROOFTOP,ACTUAL,2,"2022/12/01 02:00:00",QLD1,0,0.6,SATELLITE,"2022/12/01 02:20:23"
