C,SETP.WORLD,DVD_ROOFTOP_PV_ACTUAL,AEMO,PUBLIC,2020/08/07,02:30:15,0000000326714894,DEMAND,0000000326714719
I,ROOFTOP,ACTUAL,2,INTERVAL_DATETIME,REGIONID,POWER,QI,TYPE,LASTCHANGED
D,ROOFTOP,ACTUAL,2,"2020/07/01 00:30:00",NSW1,0,1,MEASUREMENT,"2020/07/01 00:50:22"
D,ROOFTOP,ACTUAL,2,"2020/07/01 00:30:00",NSW1,0,0.6,SATELLITE,"2020/07/01 00:50:28"
D,ROOFTOP,ACTUAL,2,"2020/07/01 00:30:00",QLD1,0,1,MEASUREMENT,"2020/07/01 00:50:22"
D,ROOFTOP,ACTUAL,2,"2020/07/01 00:30:00",QLD1,0,0.6,SATELLITE,"2020/07/01 00:50:29"
D,ROOFTOP,ACTUAL,2,"2020/07/01 00:30:00",QLDC,0,1,MEASUREMENT,"2020/07/01 00:50:22"
D,ROOFTOP,ACTUAL,2,"2020/07/01 00:30:00",QLDC,0,0.6,SATELLITE,"2020/07/01 00:50:29"
D,ROOFTOP,ACTUAL,2,"2020/07/01 00:30:00",QLDN,0,1,MEASUREMENT,"2020/07/01 00:50:22"
D,ROOFTOP,ACTUAL,2,"2020/07/01 00:30:00",QLDN,0,0.6,SATELLITE,"2020/07/01 00:50:29"
D,ROOFTOP,ACTUAL,2,"2020/07/01 00:30:00",QLDS,0,1,MEASUREMENT,"2020/07/01 00:50:23"
D,ROOFTOP,ACTUAL,2,"2020/07/01 00:30:00",QLDS,0,0.6,SATELLITE,"2020/07/01 00:50:29"
D,ROOFTOP,ACTUAL,2,"2020/07/01 00:30:00",SA1,0,1,MEASUREMENT,"2020/07/01 00:50:23"
D,ROOFTOP,ACTUAL,2,"2020/07/01 00:30:00",SA1,0,0.6,SATELLITE,"2020/07/01 00:50:29"
D,ROOFTOP,ACTUAL,2,"2020/07/01 00:30:00",TAS1,0,1,MEASUREMENT,"2020/07/01 00:50:23"
D,ROOFTOP,ACTUAL,2,"2020/07/01 00:30:00",TAS1,0,0.6,SATELLITE,"2020/07/01 00:50:29"
D,ROOFTOP,ACTUAL,2,"2020/07/01 00:30:00",TASN,0,1,MEASUREMENT,"2020/07/01 00:50:23"
D,ROOFTOP,ACTUAL,2,"2020/07/01 00:30:00",TASN,0,0.6,SATELLITE,"2020/07/01 00:50:29"
D,ROOFTOP,ACTUAL,2,"2020/07/01 00:30:00",TASS,0,1,MEASUREMENT,"2020/07/01 00:50:23"
D,ROOFTOP,ACTUAL,2,"2020/07/01 00:30:00",TASS,0,0.6,SATELLITE,"2020/07/01 00:50:29"
D,ROOFTOP,ACTUAL,2,"2020/07/01 00:30:00",VIC1,0,0.6,SATELLITE,"2020/07/01 00:50:29"
D,ROOFTOP,ACTUAL,2,"2020/07/01 00:30:00",VIC1,0,1,MEASUREMENT,"2020/07/01 00:50:23"
D,ROOFTOP,ACTUAL,2,"2020/07/01 01:00:00",NSW1,0,0.6,SATELLITE,"2020/07/01 01:20:30"
D,ROOFTOP,ACTUAL,2,"2020/07/01 01:00:00",NSW1,0,1,MEASUREMENT,"2020/07/01 01:20:24"
D,ROOFTOP,ACTUAL,2,"2020/07/01 01:00:00",QLD1,0,1,MEASUREMENT,"2020/07/01 01:20:24"
D,ROOFTOP,ACTUAL,2,"2020/07/01 01:00:00",QLD1,0,0.6,SATELLITE,"2020/07/01 01:20:30"
D,ROOFTOP,ACTUAL,2,"2020/07/01 01:00:00",QLDC,0,1,MEASUREMENT,"2020/07/01 01:20:24"
D,ROOFTOP,ACTUAL,2,"2020/07/01 01:00:00",QLDC,0,0.6,SATELLITE,"2020/07/01 01:20:30"
D,ROOFTOP,ACTUAL,2,"2020/07/01 01:00:00",QLDN,0,1,MEASUREMENT,"2020/07/01 01:20:24"
D,ROOFTOP,ACTUAL,2,"2020/07/01 01:00:00",QLDN,0,0.6,SATELLITE,"2020/07/01 01:20:30"
D,ROOFTOP,ACTUAL,2,"2020/07/01 01:00:00",QLDS,0,1,MEASUREMENT,"2020/07/01 01:20:24"
D,ROOFTOP,ACTUAL,2,"2020/07/01 01:00:00",QLDS,0,0.6,SATELLITE,"2020/07/01 01:20:30"
D,ROOFTOP,ACTUAL,2,"2020/07/01 01:00:00",SA1,0,1,MEASUREMENT,"2020/07/01 01:20:24"
D,ROOFTOP,ACTUAL,2,"2020/07/01 01:00:00",SA1,0,0.6,SATELLITE,"2020/07/01 01:20:30"
D,ROOFTOP,ACTUAL,2,"2020/07/01 01:00:00",TAS1,0,1,MEASUREMENT,"2020/07/01 01:20:24"
D,ROOFTOP,ACTUAL,2,"2020/07/01 01:00:00",TAS1,0,0.6,SATELLITE,"2020/07/01 01:20:30"
D,ROOFTOP,ACTUAL,2,"2020/07/01 01:00:00",TASN,0,0.6,SATELLITE,"2020/07/01 01:20:30"
D,ROOFTOP,ACTUAL,2,"2020/07/01 01:00:00",TASN,0,1,MEASUREMENT,"2020/07/01 01:20:24"
D,ROOFTOP,ACTUAL,2,"2020/07/01 01:00:00",TASS,0,0.6,SATELLITE,"2020/07/01 01:20:30"
D,ROOFTOP,ACTUAL,2,"2020/07/01 01:00:00",TASS,0,1,MEASUREMENT,"2020/07/01 01:20:24"
D,ROOFTOP,ACTUAL,2,"2020/07/01 01:00:00",VIC1,0,1,MEASUREMENT,"2020/07/01 01:20:24"
