Date,State,Weekday,Day_In_Lieu,Part_Day_From
2021-12-26,SA,Sunday,0,0
2021-12-26,TAS,Sunday,0,0
2021-12-26,VIC,Sunday,0,0
2021-12-26,WA,Sunday,0,0
2021-12-27,ACT,Monday,1,0
2021-12-27,NSW,Monday,1,0
2021-12-27,NT,Monday,1,0
2021-12-27,QLD,Monday,1,0
2021-12-27,SA,Monday,1,0
2021-12-27,TAS,Monday,1,0
2021-12-27,VIC,Monday,1,0
2021-12-27,WA,Monday,1,0
2021-12-28,ACT,Tuesday,1,0
2021-12-28,NSW,Tuesday,1,0
2021-12-28,NT,Tuesday,1,0
2021-12-28,QLD,Tuesday,1,0
2021-12-28,SA,Tuesday,1,0
2021-12-28,TAS,Tuesday,1,0
2021-12-28,VIC,Tuesday,1,0
2021-12-28,WA,Tuesday,1,0
2021-12-31,NT,Friday,0,7
2021-12-31,SA,Friday,0,7
2022-01-01,ACT,Saturday,0,0
2022-01-01,NSW,Saturday,0,0
2022-01-01,QLD,Saturday,0,0
2022-01-01,VIC,Saturday,0,0
2022-01-01,WA,Saturday,0,0
2022-01-03,ACT,Monday,1,0
2022-01-03,NSW,Monday,1,0
2022-01-03,NT,Monday,0,0
2022-01-03,QLD,Monday,1,0
2022-01-03,SA,Monday,0,0
2022-01-03,TAS,Monday,0,0
2022-01-03,VIC,Monday,1,0
2022-01-03,WA,Monday,1,0
2022-01-26,ACT,Wednesday,0,0
2022-01-26,NSW,Wednesday,0,0
2022-01-26,NT,Wednesday,0,0
2022-01-26,QLD,Wednesday,0,0
2022-01-26,SA,Wednesday,0,0
2022-01-26,TAS,Wednesday,0,0
2022-01-26,VIC,Wednesday,0,0
2022-01-26,WA,Wednesday,0,0
2022-03-07,WA,Monday,0,0
2022-03-14,ACT,Monday,0,0
2022-03-14,SA,Monday,0,0
2022-03-14,TAS,Monday,0,0
2022-03-14,VIC,Monday,0,0
2022-04-15,ACT,Friday,0,0
2022-04-15,NSW,Friday,0,0
2022-04-15,NT,Friday,0,0
2022-04-15,QLD,Friday,0,0
2022-04-15,SA,Friday,0,0
2022-04-15,TAS,Friday,0,0
2022-04-15,VIC,Friday,0,0
2022-04-15,WA,Friday,0,0
2022-04-16,ACT,Saturday,0,0
2022-04-16,NSW,Saturday,0,0
2022-04-16,NT,Saturday,0,0
2022-04-16,QLD,Saturday,0,0
2022-04-16,SA,Saturday,0,0
2022-04-16,VIC,Saturday,0,0
2022-04-17,ACT,Sunday,0,0
2022-04-17,NSW,Sunday,0,0
2022-04-17,QLD,Sunday,0,0
2022-04-17,VIC,Sunday,0,0
2022-04-18,ACT,Monday,0,0
2022-04-18,NSW,Monday,0,0
2022-04-18,NT,Monday,0,0
2022-04-18,QLD,Monday,0,0
2022-04-18,SA,Monday,0,0
2022-04-18,TAS,Monday,0,0
2022-04-18,VIC,Monday,0,0
2022-04-18,WA,Monday,0,0
2022-04-19,TAS,Tuesday,0,0
2022-04-25,ACT,Monday,0,0
2022-04-25,NSW,Monday,0,0
2022-04-25,NT,Monday,0,0
2022-04-25,QLD,Monday,0,0
2022-04-25,SA,Monday,0,0
2022-04-25,TAS,Monday,0,0
2022-04-25,VIC,Monday,0,0
2022-04-25,WA,Monday,0,0
2022-05-02,NT,Monday,0,0
2022-05-02,QLD,Monday,0,0
2022-05-30,ACT,Monday,0,0
2022-06-06,WA,Monday,0,0
2022-06-13,ACT,Monday,0,0
2022-06-13,NSW,Monday,0,0
2022-06-13,NT,Monday,0,0
2022-06-13,SA,Monday,0,0
2022-06-13,TAS,Monday,0,0
2022-06-13,VIC,Monday,0,0
2022-08-01,NSW,Monday,0,0
2022-08-01,NT,Monday,0,0
2022-09-26,WA,Monday,0,0
2022-10-03,ACT,Monday,0,0
2022-10-03,NSW,Monday,0,0
2022-10-03,QLD,Monday,0,0
2022-10-03,SA,Monday,0,0
2022-11-01,VIC,Tuesday,0,0
2022-12-24,NT,Saturday,0,7
2022-12-24,QLD,Saturday,0,0
2022-12-24,SA,Saturday,0,7
2022-12-25,ACT,Sunday,0,0
2022-12-25,NSW,Sunday,0,0
2022-12-25,NT,Sunday,0,0
2022-12-25,QLD,Sunday,0,0
2022-12-25,SA,Sunday,0,0
2022-12-25,TAS,Sunday,0,0
2022-12-25,VIC,Sunday,0,0
2022-12-25,WA,Sunday,0,0
2022-12-26,ACT,Monday,0,0
2022-12-26,NSW,Monday,0,0
2022-12-26,NT,Monday,0,0
2022-12-26,QLD,Monday,0,0
2022-12-26,SA,Monday,0,0
2022-12-26,TAS,Monday,0,0
2022-12-26,VIC,Monday,0,0
2022-12-26,WA,Monday,0,0
2022-12-27,ACT,Tuesday,1,0
2022-12-27,NSW,Tuesday,1,0
2022-12-27,NT,Tuesday,1,0
2022-12-27,QLD,Tuesday,1,0
2022-12-27,SA,Tuesday,1,0
2022-12-27,TAS,Tuesday,1,0
2022-12-27,VIC,Tuesday,1,0
2022-12-27,WA,Tuesday,1,0
2022-12-31,NT,Saturday,0,7
2022-12-31,SA,Saturday,0,7
