,Calendar_Date,DayOfWeek,Week,Quarter,Month,Year,Year_half,Summer,Autumn,Winter,Spring,is_weekday,Description,is_holiday
388,2015-01-24,6,4,1,1,2015,1,1,0,0,0,0,,0
389,2015-01-25,7,4,1,1,2015,1,1,0,0,0,0,,0
390,2015-01-26,1,5,1,1,2015,1,1,0,0,0,1,Australia Day,1
391,2015-01-27,2,5,1,1,2015,1,1,0,0,0,1,,0
392,2015-01-28,3,5,1,1,2015,1,1,0,0,0,1,,0
393,2015-01-29,4,5,1,1,2015,1,1,0,0,0,1,,0
394,2015-01-30,5,5,1,1,2015,1,1,0,0,0,1,,0
395,2015-01-31,6,5,1,1,2015,1,1,0,0,0,0,,0
396,2015-02-01,7,5,1,2,2015,1,1,0,0,0,0,,0
397,2015-02-02,1,6,1,2,2015,1,1,0,0,0,1,,0
398,2015-02-03,2,6,1,2,2015,1,1,0,0,0,1,,0
399,2015-02-04,3,6,1,2,2015,1,1,0,0,0,1,,0
400,2015-02-05,4,6,1,2,2015,1,1,0,0,0,1,,0
401,2015-02-06,5,6,1,2,2015,1,1,0,0,0,1,,0
402,2015-02-07,6,6,1,2,2015,1,1,0,0,0,0,,0
403,2015-02-08,7,6,1,2,2015,1,1,0,0,0,0,,0
404,2015-02-09,1,7,1,2,2015,1,1,0,0,0,1,,0
405,2015-02-10,2,7,1,2,2015,1,1,0,0,0,1,,0
406,2015-02-11,3,7,1,2,2015,1,1,0,0,0,1,,0
407,2015-02-12,4,7,1,2,2015,1,1,0,0,0,1,,0
408,2015-02-13,5,7,1,2,2015,1,1,0,0,0,1,,0
409,2015-02-14,6,7,1,2,2015,1,1,0,0,0,0,,0
410,2015-02-15,7,7,1,2,2015,1,1,0,0,0,0,,0
411,2015-02-16,1,8,1,2,2015,1,1,0,0,0,1,,0
412,2015-02-17,2,8,1,2,2015,1,1,0,0,0,1,,0
413,2015-02-18,3,8,1,2,2015,1,1,0,0,0,1,,0
414,2015-02-19,4,8,1,2,2015,1,1,0,0,0,1,,0
415,2015-02-20,5,8,1,2,2015,1,1,0,0,0,1,,0
416,2015-02-21,6,8,1,2,2015,1,1,0,0,0,0,,0
417,2015-02-22,7,8,1,2,2015,1,1,0,0,0,0,,0
418,2015-02-23,1,9,1,2,2015,1,1,0,0,0,1,,0
419,2015-02-24,2,9,1,2,2015,1,1,0,0,0,1,,0
420,2015-02-25,3,9,1,2,2015,1,1,0,0,0,1,,0
421,2015-02-26,4,9,1,2,2015,1,1,0,0,0,1,,0
422,2015-02-27,5,9,1,2,2015,1,1,0,0,0,1,,0
423,2015-02-28,6,9,1,2,2015,1,1,0,0,0,0,,0
424,2015-03-01,7,9,1,3,2015,1,0,1,0,0,0,,0
425,2015-03-02,1,10,1,3,2015,1,0,1,0,0,1,,0
426,2015-03-03,2,10,1,3,2015,1,0,1,0,0,1,,0
427,2015-03-04,3,10,1,3,2015,1,0,1,0,0,1,,0
428,2015-03-05,4,10,1,3,2015,1,0,1,0,0,1,,0
429,2015-03-06,5,10,1,3,2015,1,0,1,0,0,1,,0
430,2015-03-07,6,10,1,3,2015,1,0,1,0,0,0,,0
431,2015-03-08,7,10,1,3,2015,1,0,1,0,0,0,,0
432,2015-03-09,1,11,1,3,2015,1,0,1,0,0,1,,0
433,2015-03-10,2,11,1,3,2015,1,0,1,0,0,1,,0
434,2015-03-11,3,11,1,3,2015,1,0,1,0,0,1,,0
435,2015-03-12,4,11,1,3,2015,1,0,1,0,0,1,,0
436,2015-03-13,5,11,1,3,2015,1,0,1,0,0,1,,0
437,2015-03-14,6,11,1,3,2015,1,0,1,0,0,0,,0
438,2015-03-15,7,11,1,3,2015,1,0,1,0,0,0,,0
439,2015-03-16,1,12,1,3,2015,1,0,1,0,0,1,,0
440,2015-03-17,2,12,1,3,2015,1,0,1,0,0,1,,0
441,2015-03-18,3,12,1,3,2015,1,0,1,0,0,1,,0
442,2015-03-19,4,12,1,3,2015,1,0,1,0,0,1,,0
443,2015-03-20,5,12,1,3,2015,1,0,1,0,0,1,,0
444,2015-03-21,6,12,1,3,2015,1,0,1,0,0,0,,0
445,2015-03-22,7,12,1,3,2015,1,0,1,0,0,0,,0
446,2015-03-23,1,13,1,3,2015,1,0,1,0,0,1,,0
447,2015-03-24,2,13,1,3,2015,1,0,1,0,0,1,,0
448,2015-03-25,3,13,1,3,2015,1,0,1,0,0,1,,0
449,2015-03-26,4,13,1,3,2015,1,0,1,0,0,1,,0
450,2015-03-27,5,13,1,3,2015,1,0,1,0,0,1,,0
451,2015-03-28,6,13,1,3,2015,1,0,1,0,0,0,,0
452,2015-03-29,7,13,1,3,2015,1,0,1,0,0,0,,0
453,2015-03-30,1,14,1,3,2015,1,0,1,0,0,1,,0
454,2015-03-31,2,14,1,3,2015,1,0,1,0,0,1,,0
455,2015-04-01,3,14,2,4,2015,1,0,1,0,0,1,,0
456,2015-04-02,4,14,2,4,2015,1,0,1,0,0,1,,0
457,2015-04-03,5,14,2,4,2015,1,0,1,0,0,1,Good Friday,1
458,2015-04-04,6,14,2,4,2015,1,0,1,0,0,0,Easter Saturday,1
459,2015-04-05,7,14,2,4,2015,1,0,1,0,0,0,Easter Sunday,1
460,2015-04-06,1,15,2,4,2015,1,0,1,0,0,1,Easter Monday,1
461,2015-04-07,2,15,2,4,2015,1,0,1,0,0,1,,0
462,2015-04-08,3,15,2,4,2015,1,0,1,0,0,1,,0
463,2015-04-09,4,15,2,4,2015,1,0,1,0,0,1,,0
464,2015-04-10,5,15,2,4,2015,1,0,1,0,0,1,,0
465,2015-04-11,6,15,2,4,2015,1,0,1,0,0,0,,0
466,2015-04-12,7,15,2,4,2015,1,0,1,0,0,0,,0
467,2015-04-13,1,16,2,4,2015,1,0,1,0,0,1,,0
468,2015-04-14,2,16,2,4,2015,1,0,1,0,0,1,,0
469,2015-04-15,3,16,2,4,2015,1,0,1,0,0,1,,0
470,2015-04-16,4,16,2,4,2015,1,0,1,0,0,1,,0
471,2015-04-17,5,16,2,4,2015,1,0,1,0,0,1,,0
472,2015-04-18,6,16,2,4,2015,1,0,1,0,0,0,,0
473,2015-04-19,7,16,2,4,2015,1,0,1,0,0,0,,0
474,2015-04-20,1,17,2,4,2015,1,0,1,0,0,1,,0
475,2015-04-21,2,17,2,4,2015,1,0,1,0,0,1,,0
476,2015-04-22,3,17,2,4,2015,1,0,1,0,0,1,,0
477,2015-04-23,4,17,2,4,2015,1,0,1,0,0,1,,0
478,2015-04-24,5,17,2,4,2015,1,0,1,0,0,1,,0
479,2015-04-25,6,17,2,4,2015,1,0,1,0,0,0,Anzac Day,1
480,2015-04-26,7,17,2,4,2015,1,0,1,0,0,0,,0
481,2015-04-27,1,18,2,4,2015,1,0,1,0,0,1,,0
482,2015-04-28,2,18,2,4,2015,1,0,1,0,0,1,,0
483,2015-04-29,3,18,2,4,2015,1,0,1,0,0,1,,0
484,2015-04-30,4,18,2,4,2015,1,0,1,0,0,1,,0
485,2015-05-01,5,18,2,5,2015,1,0,1,0,0,1,,0
486,2015-05-02,6,18,2,5,2015,1,0,1,0,0,0,,0
487,2015-05-03,7,18,2,5,2015,1,0,1,0,0,0,,0
488,2015-05-04,1,19,2,5,2015,1,0,1,0,0,1,,0
489,2015-05-05,2,19,2,5,2015,1,0,1,0,0,1,,0
490,2015-05-06,3,19,2,5,2015,1,0,1,0,0,1,,0
491,2015-05-07,4,19,2,5,2015,1,0,1,0,0,1,,0
492,2015-05-08,5,19,2,5,2015,1,0,1,0,0,1,,0
493,2015-05-09,6,19,2,5,2015,1,0,1,0,0,0,,0
494,2015-05-10,7,19,2,5,2015,1,0,1,0,0,0,,0
495,2015-05-11,1,20,2,5,2015,1,0,1,0,0,1,,0
496,2015-05-12,2,20,2,5,2015,1,0,1,0,0,1,,0
497,2015-05-13,3,20,2,5,2015,1,0,1,0,0,1,,0
498,2015-05-14,4,20,2,5,2015,1,0,1,0,0,1,,0
499,2015-05-15,5,20,2,5,2015,1,0,1,0,0,1,,0
500,2015-05-16,6,20,2,5,2015,1,0,1,0,0,0,,0
501,2015-05-17,7,20,2,5,2015,1,0,1,0,0,0,,0
502,2015-05-18,1,21,2,5,2015,1,0,1,0,0,1,,0
503,2015-05-19,2,21,2,5,2015,1,0,1,0,0,1,,0
504,2015-05-20,3,21,2,5,2015,1,0,1,0,0,1,,0
505,2015-05-21,4,21,2,5,2015,1,0,1,0,0,1,,0
506,2015-05-22,5,21,2,5,2015,1,0,1,0,0,1,,0
507,2015-05-23,6,21,2,5,2015,1,0,1,0,0,0,,0
508,2015-05-24,7,21,2,5,2015,1,0,1,0,0,0,,0
509,2015-05-25,1,22,2,5,2015,1,0,1,0,0,1,,0
510,2015-05-26,2,22,2,5,2015,1,0,1,0,0,1,,0
511,2015-05-27,3,22,2,5,2015,1,0,1,0,0,1,,0
512,2015-05-28,4,22,2,5,2015,1,0,1,0,0,1,,0
513,2015-05-29,5,22,2,5,2015,1,0,1,0,0,1,,0
514,2015-05-30,6,22,2,5,2015,1,0,1,0,0,0,,0
515,2015-05-31,7,22,2,5,2015,1,0,1,0,0,0,,0
516,2015-06-01,1,23,2,6,2015,1,0,0,1,0,1,,0
517,2015-06-02,2,23,2,6,2015,1,0,0,1,0,1,,0
518,2015-06-03,3,23,2,6,2015,1,0,0,1,0,1,,0
519,2015-06-04,4,23,2,6,2015,1,0,0,1,0,1,,0
520,2015-06-05,5,23,2,6,2015,1,0,0,1,0,1,,0
521,2015-06-06,6,23,2,6,2015,1,0,0,1,0,0,,0
522,2015-06-07,7,23,2,6,2015,1,0,0,1,0,0,,0
523,2015-06-08,1,24,2,6,2015,1,0,0,1,0,1,Queen's Birthday,1
524,2015-06-09,2,24,2,6,2015,1,0,0,1,0,1,,0
525,2015-06-10,3,24,2,6,2015,1,0,0,1,0,1,,0
526,2015-06-11,4,24,2,6,2015,1,0,0,1,0,1,,0
527,2015-06-12,5,24,2,6,2015,1,0,0,1,0,1,,0
528,2015-06-13,6,24,2,6,2015,1,0,0,1,0,0,,0
529,2015-06-14,7,24,2,6,2015,1,0,0,1,0,0,,0
530,2015-06-15,1,25,2,6,2015,1,0,0,1,0,1,,0
531,2015-06-16,2,25,2,6,2015,1,0,0,1,0,1,,0
532,2015-06-17,3,25,2,6,2015,1,0,0,1,0,1,,0
533,2015-06-18,4,25,2,6,2015,1,0,0,1,0,1,,0
534,2015-06-19,5,25,2,6,2015,1,0,0,1,0,1,,0
535,2015-06-20,6,25,2,6,2015,1,0,0,1,0,0,,0
536,2015-06-21,7,25,2,6,2015,1,0,0,1,0,0,,0
537,2015-06-22,1,26,2,6,2015,1,0,0,1,0,1,,0
538,2015-06-23,2,26,2,6,2015,1,0,0,1,0,1,,0
539,2015-06-24,3,26,2,6,2015,1,0,0,1,0,1,,0
540,2015-06-25,4,26,2,6,2015,1,0,0,1,0,1,,0
541,2015-06-26,5,26,2,6,2015,1,0,0,1,0,1,,0
542,2015-06-27,6,26,2,6,2015,1,0,0,1,0,0,,0
543,2015-06-28,7,26,2,6,2015,1,0,0,1,0,0,,0
544,2015-06-29,1,27,2,6,2015,1,0,0,1,0,1,,0
545,2015-06-30,2,27,2,6,2015,1,0,0,1,0,1,,0
546,2015-07-01,3,27,3,7,2015,2,0,0,1,0,1,,0
547,2015-07-02,4,27,3,7,2015,2,0,0,1,0,1,,0
548,2015-07-03,5,27,3,7,2015,2,0,0,1,0,1,,0
549,2015-07-04,6,27,3,7,2015,2,0,0,1,0,0,,0
550,2015-07-05,7,27,3,7,2015,2,0,0,1,0,0,,0
551,2015-07-06,1,28,3,7,2015,2,0,0,1,0,1,,0
552,2015-07-07,2,28,3,7,2015,2,0,0,1,0,1,,0
553,2015-07-08,3,28,3,7,2015,2,0,0,1,0,1,,0
554,2015-07-09,4,28,3,7,2015,2,0,0,1,0,1,,0
555,2015-07-10,5,28,3,7,2015,2,0,0,1,0,1,,0
556,2015-07-11,6,28,3,7,2015,2,0,0,1,0,0,,0
557,2015-07-12,7,28,3,7,2015,2,0,0,1,0,0,,0
558,2015-07-13,1,29,3,7,2015,2,0,0,1,0,1,,0
559,2015-07-14,2,29,3,7,2015,2,0,0,1,0,1,,0
560,2015-07-15,3,29,3,7,2015,2,0,0,1,0,1,,0
561,2015-07-16,4,29,3,7,2015,2,0,0,1,0,1,,0
562,2015-07-17,5,29,3,7,2015,2,0,0,1,0,1,,0
563,2015-07-18,6,29,3,7,2015,2,0,0,1,0,0,,0
564,2015-07-19,7,29,3,7,2015,2,0,0,1,0,0,,0
565,2015-07-20,1,30,3,7,2015,2,0,0,1,0,1,,0
566,2015-07-21,2,30,3,7,2015,2,0,0,1,0,1,,0
567,2015-07-22,3,30,3,7,2015,2,0,0,1,0,1,,0
568,2015-07-23,4,30,3,7,2015,2,0,0,1,0,1,,0
569,2015-07-24,5,30,3,7,2015,2,0,0,1,0,1,,0
570,2015-07-25,6,30,3,7,2015,2,0,0,1,0,0,,0
571,2015-07-26,7,30,3,7,2015,2,0,0,1,0,0,,0
572,2015-07-27,1,31,3,7,2015,2,0,0,1,0,1,,0
573,2015-07-28,2,31,3,7,2015,2,0,0,1,0,1,,0
574,2015-07-29,3,31,3,7,2015,2,0,0,1,0,1,,0
575,2015-07-30,4,31,3,7,2015,2,0,0,1,0,1,,0
576,2015-07-31,5,31,3,7,2015,2,0,0,1,0,1,,0
577,2015-08-01,6,31,3,8,2015,2,0,0,1,0,0,,0
578,2015-08-02,7,31,3,8,2015,2,0,0,1,0,0,,0
579,2015-08-03,1,32,3,8,2015,2,0,0,1,0,1,,0
580,2015-08-04,2,32,3,8,2015,2,0,0,1,0,1,,0
581,2015-08-05,3,32,3,8,2015,2,0,0,1,0,1,,0
582,2015-08-06,4,32,3,8,2015,2,0,0,1,0,1,,0
583,2015-08-07,5,32,3,8,2015,2,0,0,1,0,1,,0
584,2015-08-08,6,32,3,8,2015,2,0,0,1,0,0,,0
585,2015-08-09,7,32,3,8,2015,2,0,0,1,0,0,,0
586,2015-08-10,1,33,3,8,2015,2,0,0,1,0,1,,0
587,2015-08-11,2,33,3,8,2015,2,0,0,1,0,1,,0
588,2015-08-12,3,33,3,8,2015,2,0,0,1,0,1,,0
589,2015-08-13,4,33,3,8,2015,2,0,0,1,0,1,,0
590,2015-08-14,5,33,3,8,2015,2,0,0,1,0,1,,0
591,2015-08-15,6,33,3,8,2015,2,0,0,1,0,0,,0
592,2015-08-16,7,33,3,8,2015,2,0,0,1,0,0,,0
593,2015-08-17,1,34,3,8,2015,2,0,0,1,0,1,,0
594,2015-08-18,2,34,3,8,2015,2,0,0,1,0,1,,0
595,2015-08-19,3,34,3,8,2015,2,0,0,1,0,1,,0
596,2015-08-20,4,34,3,8,2015,2,0,0,1,0,1,,0
597,2015-08-21,5,34,3,8,2015,2,0,0,1,0,1,,0
598,2015-08-22,6,34,3,8,2015,2,0,0,1,0,0,,0
599,2015-08-23,7,34,3,8,2015,2,0,0,1,0,0,,0
600,2015-08-24,1,35,3,8,2015,2,0,0,1,0,1,,0
601,2015-08-25,2,35,3,8,2015,2,0,0,1,0,1,,0
602,2015-08-26,3,35,3,8,2015,2,0,0,1,0,1,,0
603,2015-08-27,4,35,3,8,2015,2,0,0,1,0,1,,0
604,2015-08-28,5,35,3,8,2015,2,0,0,1,0,1,,0
605,2015-08-29,6,35,3,8,2015,2,0,0,1,0,0,,0
606,2015-08-30,7,35,3,8,2015,2,0,0,1,0,0,,0
607,2015-08-31,1,36,3,8,2015,2,0,0,1,0,1,,0
608,2015-09-01,2,36,3,9,2015,2,0,0,0,1,1,,0
609,2015-09-02,3,36,3,9,2015,2,0,0,0,1,1,,0
610,2015-09-03,4,36,3,9,2015,2,0,0,0,1,1,,0
611,2015-09-04,5,36,3,9,2015,2,0,0,0,1,1,,0
612,2015-09-05,6,36,3,9,2015,2,0,0,0,1,0,,0
613,2015-09-06,7,36,3,9,2015,2,0,0,0,1,0,,0
614,2015-09-07,1,37,3,9,2015,2,0,0,0,1,1,,0
615,2015-09-08,2,37,3,9,2015,2,0,0,0,1,1,,0
616,2015-09-09,3,37,3,9,2015,2,0,0,0,1,1,,0
617,2015-09-10,4,37,3,9,2015,2,0,0,0,1,1,,0
618,2015-09-11,5,37,3,9,2015,2,0,0,0,1,1,,0
619,2015-09-12,6,37,3,9,2015,2,0,0,0,1,0,,0
620,2015-09-13,7,37,3,9,2015,2,0,0,0,1,0,,0
621,2015-09-14,1,38,3,9,2015,2,0,0,0,1,1,,0
622,2015-09-15,2,38,3,9,2015,2,0,0,0,1,1,,0
623,2015-09-16,3,38,3,9,2015,2,0,0,0,1,1,,0
624,2015-09-17,4,38,3,9,2015,2,0,0,0,1,1,,0
625,2015-09-18,5,38,3,9,2015,2,0,0,0,1,1,,0
626,2015-09-19,6,38,3,9,2015,2,0,0,0,1,0,,0
627,2015-09-20,7,38,3,9,2015,2,0,0,0,1,0,,0
628,2015-09-21,1,39,3,9,2015,2,0,0,0,1,1,,0
629,2015-09-22,2,39,3,9,2015,2,0,0,0,1,1,,0
630,2015-09-23,3,39,3,9,2015,2,0,0,0,1,1,,0
631,2015-09-24,4,39,3,9,2015,2,0,0,0,1,1,,0
632,2015-09-25,5,39,3,9,2015,2,0,0,0,1,1,,0
633,2015-09-26,6,39,3,9,2015,2,0,0,0,1,0,,0
634,2015-09-27,7,39,3,9,2015,2,0,0,0,1,0,,0
635,2015-09-28,1,40,3,9,2015,2,0,0,0,1,1,,0
636,2015-09-29,2,40,3,9,2015,2,0,0,0,1,1,,0
637,2015-09-30,3,40,3,9,2015,2,0,0,0,1,1,,0
638,2015-10-01,4,40,4,10,2015,2,0,0,0,1,1,,0
639,2015-10-02,5,40,4,10,2015,2,0,0,0,1,1,,0
640,2015-10-03,6,40,4,10,2015,2,0,0,0,1,0,,0
641,2015-10-04,7,40,4,10,2015,2,0,0,0,1,0,,0
642,2015-10-05,1,41,4,10,2015,2,0,0,0,1,1,Labour Day,1
643,2015-10-06,2,41,4,10,2015,2,0,0,0,1,1,,0
644,2015-10-07,3,41,4,10,2015,2,0,0,0,1,1,,0
645,2015-10-08,4,41,4,10,2015,2,0,0,0,1,1,,0
646,2015-10-09,5,41,4,10,2015,2,0,0,0,1,1,,0
647,2015-10-10,6,41,4,10,2015,2,0,0,0,1,0,,0
648,2015-10-11,7,41,4,10,2015,2,0,0,0,1,0,,0
649,2015-10-12,1,42,4,10,2015,2,0,0,0,1,1,,0
650,2015-10-13,2,42,4,10,2015,2,0,0,0,1,1,,0
651,2015-10-14,3,42,4,10,2015,2,0,0,0,1,1,,0
652,2015-10-15,4,42,4,10,2015,2,0,0,0,1,1,,0
653,2015-10-16,5,42,4,10,2015,2,0,0,0,1,1,,0
654,2015-10-17,6,42,4,10,2015,2,0,0,0,1,0,,0
655,2015-10-18,7,42,4,10,2015,2,0,0,0,1,0,,0
656,2015-10-19,1,43,4,10,2015,2,0,0,0,1,1,,0
657,2015-10-20,2,43,4,10,2015,2,0,0,0,1,1,,0
658,2015-10-21,3,43,4,10,2015,2,0,0,0,1,1,,0
659,2015-10-22,4,43,4,10,2015,2,0,0,0,1,1,,0
660,2015-10-23,5,43,4,10,2015,2,0,0,0,1,1,,0
661,2015-10-24,6,43,4,10,2015,2,0,0,0,1,0,,0
662,2015-10-25,7,43,4,10,2015,2,0,0,0,1,0,,0
663,2015-10-26,1,44,4,10,2015,2,0,0,0,1,1,,0
664,2015-10-27,2,44,4,10,2015,2,0,0,0,1,1,,0
665,2015-10-28,3,44,4,10,2015,2,0,0,0,1,1,,0
666,2015-10-29,4,44,4,10,2015,2,0,0,0,1,1,,0
667,2015-10-30,5,44,4,10,2015,2,0,0,0,1,1,,0
668,2015-10-31,6,44,4,10,2015,2,0,0,0,1,0,,0
669,2015-11-01,7,44,4,11,2015,2,0,0,0,1,0,,0
670,2015-11-02,1,45,4,11,2015,2,0,0,0,1,1,,0
671,2015-11-03,2,45,4,11,2015,2,0,0,0,1,1,,0
672,2015-11-04,3,45,4,11,2015,2,0,0,0,1,1,,0
673,2015-11-05,4,45,4,11,2015,2,0,0,0,1,1,,0
674,2015-11-06,5,45,4,11,2015,2,0,0,0,1,1,,0
675,2015-11-07,6,45,4,11,2015,2,0,0,0,1,0,,0
676,2015-11-08,7,45,4,11,2015,2,0,0,0,1,0,,0
677,2015-11-09,1,46,4,11,2015,2,0,0,0,1,1,,0
678,2015-11-10,2,46,4,11,2015,2,0,0,0,1,1,,0
679,2015-11-11,3,46,4,11,2015,2,0,0,0,1,1,,0
680,2015-11-12,4,46,4,11,2015,2,0,0,0,1,1,,0
681,2015-11-13,5,46,4,11,2015,2,0,0,0,1,1,,0
682,2015-11-14,6,46,4,11,2015,2,0,0,0,1,0,,0
683,2015-11-15,7,46,4,11,2015,2,0,0,0,1,0,,0
684,2015-11-16,1,47,4,11,2015,2,0,0,0,1,1,,0
685,2015-11-17,2,47,4,11,2015,2,0,0,0,1,1,,0
686,2015-11-18,3,47,4,11,2015,2,0,0,0,1,1,,0
687,2015-11-19,4,47,4,11,2015,2,0,0,0,1,1,,0
688,2015-11-20,5,47,4,11,2015,2,0,0,0,1,1,,0
689,2015-11-21,6,47,4,11,2015,2,0,0,0,1,0,,0
690,2015-11-22,7,47,4,11,2015,2,0,0,0,1,0,,0
691,2015-11-23,1,48,4,11,2015,2,0,0,0,1,1,,0
692,2015-11-24,2,48,4,11,2015,2,0,0,0,1,1,,0
693,2015-11-25,3,48,4,11,2015,2,0,0,0,1,1,,0
694,2015-11-26,4,48,4,11,2015,2,0,0,0,1,1,,0
695,2015-11-27,5,48,4,11,2015,2,0,0,0,1,1,,0
696,2015-11-28,6,48,4,11,2015,2,0,0,0,1,0,,0
697,2015-11-29,7,48,4,11,2015,2,0,0,0,1,0,,0
698,2015-11-30,1,49,4,11,2015,2,0,0,0,1,1,,0
699,2015-12-01,2,49,4,12,2015,2,1,0,0,0,1,,0
700,2015-12-02,3,49,4,12,2015,2,1,0,0,0,1,,0
701,2015-12-03,4,49,4,12,2015,2,1,0,0,0,1,,0
702,2015-12-04,5,49,4,12,2015,2,1,0,0,0,1,,0
703,2015-12-05,6,49,4,12,2015,2,1,0,0,0,0,,0
704,2015-12-06,7,49,4,12,2015,2,1,0,0,0,0,,0
705,2015-12-07,1,50,4,12,2015,2,1,0,0,0,1,,0
706,2015-12-08,2,50,4,12,2015,2,1,0,0,0,1,,0
707,2015-12-09,3,50,4,12,2015,2,1,0,0,0,1,,0
708,2015-12-10,4,50,4,12,2015,2,1,0,0,0,1,,0
709,2015-12-11,5,50,4,12,2015,2,1,0,0,0,1,,0
710,2015-12-12,6,50,4,12,2015,2,1,0,0,0,0,,0
711,2015-12-13,7,50,4,12,2015,2,1,0,0,0,0,,0
712,2015-12-14,1,51,4,12,2015,2,1,0,0,0,1,,0
713,2015-12-15,2,51,4,12,2015,2,1,0,0,0,1,,0
714,2015-12-16,3,51,4,12,2015,2,1,0,0,0,1,,0
715,2015-12-17,4,51,4,12,2015,2,1,0,0,0,1,,0
716,2015-12-18,5,51,4,12,2015,2,1,0,0,0,1,,0
717,2015-12-19,6,51,4,12,2015,2,1,0,0,0,0,,0
718,2015-12-20,7,51,4,12,2015,2,1,0,0,0,0,,0
719,2015-12-21,1,52,4,12,2015,2,1,0,0,0,1,,0
720,2015-12-22,2,52,4,12,2015,2,1,0,0,0,1,,0
721,2015-12-23,3,52,4,12,2015,2,1,0,0,0,1,,0
722,2015-12-24,4,52,4,12,2015,2,1,0,0,0,1,,0
723,2015-12-25,5,52,4,12,2015,2,1,0,0,0,1,Christmas Day,1
724,2015-12-26,6,52,4,12,2015,2,1,0,0,0,0,,0
725,2015-12-27,7,52,4,12,2015,2,1,0,0,0,0,,0
726,2015-12-28,1,53,4,12,2015,2,1,0,0,0,1,Boxing Day,1
727,2015-12-29,2,53,4,12,2015,2,1,0,0,0,1,,0
728,2015-12-30,3,53,4,12,2015,2,1,0,0,0,1,,0
729,2015-12-31,4,53,4,12,2015,2,1,0,0,0,1,,0
730,2016-01-01,5,53,1,1,2016,1,1,0,0,0,1,New Year's Day,1
731,2016-01-02,6,53,1,1,2016,1,1,0,0,0,0,,0
732,2016-01-03,7,53,1,1,2016,1,1,0,0,0,0,,0
733,2016-01-04,1,1,1,1,2016,1,1,0,0,0,1,,0
734,2016-01-05,2,1,1,1,2016,1,1,0,0,0,1,,0
735,2016-01-06,3,1,1,1,2016,1,1,0,0,0,1,,0
736,2016-01-07,4,1,1,1,2016,1,1,0,0,0,1,,0
737,2016-01-08,5,1,1,1,2016,1,1,0,0,0,1,,0
738,2016-01-09,6,1,1,1,2016,1,1,0,0,0,0,,0
739,2016-01-10,7,1,1,1,2016,1,1,0,0,0,0,,0
740,2016-01-11,1,2,1,1,2016,1,1,0,0,0,1,,0
741,2016-01-12,2,2,1,1,2016,1,1,0,0,0,1,,0
742,2016-01-13,3,2,1,1,2016,1,1,0,0,0,1,,0
743,2016-01-14,4,2,1,1,2016,1,1,0,0,0,1,,0
744,2016-01-15,5,2,1,1,2016,1,1,0,0,0,1,,0
745,2016-01-16,6,2,1,1,2016,1,1,0,0,0,0,,0
746,2016-01-17,7,2,1,1,2016,1,1,0,0,0,0,,0
747,2016-01-18,1,3,1,1,2016,1,1,0,0,0,1,,0
748,2016-01-19,2,3,1,1,2016,1,1,0,0,0,1,,0
749,2016-01-20,3,3,1,1,2016,1,1,0,0,0,1,,0
750,2016-01-21,4,3,1,1,2016,1,1,0,0,0,1,,0
751,2016-01-22,5,3,1,1,2016,1,1,0,0,0,1,,0
752,2016-01-23,6,3,1,1,2016,1,1,0,0,0,0,,0
753,2016-01-24,7,3,1,1,2016,1,1,0,0,0,0,,0
754,2016-01-25,1,4,1,1,2016,1,1,0,0,0,1,,0
755,2016-01-26,2,4,1,1,2016,1,1,0,0,0,1,Australia Day,1
756,2016-01-27,3,4,1,1,2016,1,1,0,0,0,1,,0
757,2016-01-28,4,4,1,1,2016,1,1,0,0,0,1,,0
758,2016-01-29,5,4,1,1,2016,1,1,0,0,0,1,,0
759,2016-01-30,6,4,1,1,2016,1,1,0,0,0,0,,0
760,2016-01-31,7,4,1,1,2016,1,1,0,0,0,0,,0
761,2016-02-01,1,5,1,2,2016,1,1,0,0,0,1,,0
762,2016-02-02,2,5,1,2,2016,1,1,0,0,0,1,,0
763,2016-02-03,3,5,1,2,2016,1,1,0,0,0,1,,0
764,2016-02-04,4,5,1,2,2016,1,1,0,0,0,1,,0
765,2016-02-05,5,5,1,2,2016,1,1,0,0,0,1,,0
766,2016-02-06,6,5,1,2,2016,1,1,0,0,0,0,,0
767,2016-02-07,7,5,1,2,2016,1,1,0,0,0,0,,0
768,2016-02-08,1,6,1,2,2016,1,1,0,0,0,1,,0
769,2016-02-09,2,6,1,2,2016,1,1,0,0,0,1,,0
770,2016-02-10,3,6,1,2,2016,1,1,0,0,0,1,,0
771,2016-02-11,4,6,1,2,2016,1,1,0,0,0,1,,0
772,2016-02-12,5,6,1,2,2016,1,1,0,0,0,1,,0
773,2016-02-13,6,6,1,2,2016,1,1,0,0,0,0,,0
774,2016-02-14,7,6,1,2,2016,1,1,0,0,0,0,,0
775,2016-02-15,1,7,1,2,2016,1,1,0,0,0,1,,0
776,2016-02-16,2,7,1,2,2016,1,1,0,0,0,1,,0
777,2016-02-17,3,7,1,2,2016,1,1,0,0,0,1,,0
778,2016-02-18,4,7,1,2,2016,1,1,0,0,0,1,,0
779,2016-02-19,5,7,1,2,2016,1,1,0,0,0,1,,0
780,2016-02-20,6,7,1,2,2016,1,1,0,0,0,0,,0
781,2016-02-21,7,7,1,2,2016,1,1,0,0,0,0,,0
782,2016-02-22,1,8,1,2,2016,1,1,0,0,0,1,,0
783,2016-02-23,2,8,1,2,2016,1,1,0,0,0,1,,0
