C,NEMP.WORLD,ROOFTOP_PV_ACTUAL_MEASUREMENT,AEMO,PUBLIC,2023/12/24,07:00:02,0000000406649601,DEMAND,0000000406649601
I,ROOFTOP,ACTUAL,2,INTERVAL_DATETIME,REGIONID,POWER,QI,TYPE,LASTCHANGED
D,ROOFTOP,ACTUAL,2,"2023/12/24 06:30:00",NSW1,653.14,1,MEASUREMENT,"2023/12/24 06:49:18"
D,ROOFTOP,ACTUAL,2,"2023/12/24 06:30:00",QLD1,382.764,1,MEASUREMENT,"2023/12/24 06:49:18"
D,ROOFTOP,ACTUAL,2,"2023/12/24 06:30:00",QLDC,46.087,1,MEASUREMENT,"2023/12/24 06:49:18"
D,ROOFTOP,ACTUAL,2,"2023/12/24 06:30:00",QLDN,33.367,1,MEASUREMENT,"2023/12/24 06:49:18"
D,ROOFTOP,ACTUAL,2,"2023/12/24 06:30:00",QLDS,303.309,1,MEASUREMENT,"2023/12/24 06:49:18"
D,ROOFTOP,ACTUAL,2,"2023/12/24 06:30:00",SA1,84.809,1,MEASUREMENT,"2023/12/24 06:49:18"
D,ROOFTOP,ACTUAL,2,"2023/12/24 06:30:00",TAS1,41.841,1,MEASUREMENT,"2023/12/24 06:49:18"
D,ROOFTOP,ACTUAL,2,"2023/12/24 06:30:00",TASN,16.54,1,MEASUREMENT,"2023/12/24 06:49:18"
D,ROOFTOP,ACTUAL,2,"2023/12/24 06:30:00",TASS,25.233,1,MEASUREMENT,"2023/12/24 06:49:18"
D,ROOFTOP,ACTUAL,2,"2023/12/24 06:30:00",VIC1,378.777,1,MEASUREMENT,"2023/12/24 06:49:19"
C,"END OF REPORT",13
