C,NEMP.WORLD,ROOFTOP_PV_ACTUAL_MEASUREMENT,AEMO,PUBLIC,2023/03/13,08:00:02,0000000382628759,DEMAND,0000000382628759
I,ROOFTOP,ACTUAL,2,INTERVAL_DATETIME,REGIONID,POWER,QI,TYPE,LASTCHANGED
D,ROOFTOP,ACTUAL,2,"2023/03/13 07:30:00",NSW1,294.617,1,MEASUREMENT,"2023/03/13 07:49:23"
D,ROOFTOP,ACTUAL,2,"2023/03/13 07:30:00",QLD1,568.172,1,MEASUREMENT,"2023/03/13 07:49:23"
D,ROOFTOP,ACTUAL,2,"2023/03/13 07:30:00",QLDC,60.199,1,MEASUREMENT,"2023/03/13 07:49:23"
D,ROOFTOP,ACTUAL,2,"2023/03/13 07:30:00",QLDN,79.574,1,MEASUREMENT,"2023/03/13 07:49:23"
D,ROOFTOP,ACTUAL,2,"2023/03/13 07:30:00",QLDS,428.4,1,MEASUREMENT,"2023/03/13 07:49:23"
D,ROOFTOP,ACTUAL,2,"2023/03/13 07:30:00",SA1,68.617,1,MEASUREMENT,"2023/03/13 07:49:23"
D,ROOFTOP,ACTUAL,2,"2023/03/13 07:30:00",TAS1,22.798,1,MEASUREMENT,"2023/03/13 07:49:23"
D,ROOFTOP,ACTUAL,2,"2023/03/13 07:30:00",TASN,10.538,1,MEASUREMENT,"2023/03/13 07:49:23"
D,ROOFTOP,ACTUAL,2,"2023/03/13 07:30:00",TASS,12.244,1,MEASUREMENT,"2023/03/13 07:49:23"
D,ROOFTOP,ACTUAL,2,"2023/03/13 07:30:00",VIC1,322.175,1,MEASUREMENT,"2023/03/13 07:49:23"
C,"END OF REPORT",13
