C,NEMP.WORLD,ROOFTOP_PV_ACTUAL_MEASUREMENT,AEMO,PUBLIC,2023/04/22,14:00:03,0000000385489477,DEMAND,0000000385489477
I,ROOFTOP,ACTUAL,2,INTERVAL_DATETIME,REGIONID,POWER,QI,TYPE,LASTCHANGED
D,ROOFTOP,ACTUAL,2,"2023/04/22 13:30:00",NSW1,1886.588,1,MEASUREMENT,"2023/04/22 13:49:32"
D,ROOFTOP,ACTUAL,2,"2023/04/22 13:30:00",QLD1,2234.628,1,MEASUREMENT,"2023/04/22 13:49:32"
D,ROOFTOP,ACTUAL,2,"2023/04/22 13:30:00",QLDC,184.297,1,MEASUREMENT,"2023/04/22 13:49:32"
D,ROOFTOP,ACTUAL,2,"2023/04/22 13:30:00",QLDN,414.421,1,MEASUREMENT,"2023/04/22 13:49:32"
D,ROOFTOP,ACTUAL,2,"2023/04/22 13:30:00",QLDS,1635.91,1,MEASUREMENT,"2023/04/22 13:49:32"
D,ROOFTOP,ACTUAL,2,"2023/04/22 13:30:00",SA1,1176.695,1,MEASUREMENT,"2023/04/22 13:49:32"
D,ROOFTOP,ACTUAL,2,"2023/04/22 13:30:00",TAS1,124.488,1,MEASUREMENT,"2023/04/22 13:49:32"
D,ROOFTOP,ACTUAL,2,"2023/04/22 13:30:00",TASN,68.323,1,MEASUREMENT,"2023/04/22 13:49:32"
D,ROOFTOP,ACTUAL,2,"2023/04/22 13:30:00",TASS,56.196,1,MEASUREMENT,"2023/04/22 13:49:32"
D,ROOFTOP,ACTUAL,2,"2023/04/22 13:30:00",VIC1,1402.713,1,MEASUREMENT,"2023/04/22 13:49:32"
C,"END OF REPORT",13
