C,NEMP.WORLD,ROOFTOP_PV_ACTUAL_SATELLITE,AEMO,PUBLIC,2023/10/18,07:00:02,0000000399929404,DEMAND,0000000399929403
I,ROOFTOP,ACTUAL,2,INTERVAL_DATETIME,REGIONID,POWER,QI,TYPE,LASTCHANGED
D,ROOFTOP,ACTUAL,2,"2023/10/18 06:30:00",NSW1,604.933,0.6,SATELLITE,"2023/10/18 06:50:21"
D,ROOFTOP,ACTUAL,2,"2023/10/18 06:30:00",QLD1,688.388,0.6,SATELLITE,"2023/10/18 06:50:21"
D,ROOFTOP,ACTUAL,2,"2023/10/18 06:30:00",QLDC,71.104,0.6,SATELLITE,"2023/10/18 06:50:21"
D,ROOFTOP,ACTUAL,2,"2023/10/18 06:30:00",QLDN,43.358,0.6,SATELLITE,"2023/10/18 06:50:21"
D,ROOFTOP,ACTUAL,2,"2023/10/18 06:30:00",QLDS,573.926,0.6,SATELLITE,"2023/10/18 06:50:21"
D,ROOFTOP,ACTUAL,2,"2023/10/18 06:30:00",SA1,74.257,0.6,SATELLITE,"2023/10/18 06:50:21"
D,ROOFTOP,ACTUAL,2,"2023/10/18 06:30:00",TAS1,27.696,0.6,SATELLITE,"2023/10/18 06:50:21"
D,ROOFTOP,ACTUAL,2,"2023/10/18 06:30:00",TASN,14.239,0.6,SATELLITE,"2023/10/18 06:50:21"
D,ROOFTOP,ACTUAL,2,"2023/10/18 06:30:00",TASS,13.457,0.6,SATELLITE,"2023/10/18 06:50:21"
D,ROOFTOP,ACTUAL,2,"2023/10/18 06:30:00",VIC1,335.494,0.6,SATELLITE,"2023/10/18 06:50:21"
C,"END OF REPORT",13
