C,NEMP.WORLD,ROOFTOP_PV_ACTUAL_MEASUREMENT,AEMO,PUBLIC,2023/06/11,10:00:01,0000000389316262,DEMAND,0000000389316262
I,ROOFTOP,ACTUAL,2,INTERVAL_DATETIME,REGIONID,POWER,QI,TYPE,LASTCHANGED
D,ROOFTOP,ACTUAL,2,"2023/06/11 09:30:00",NSW1,1552.809,0.7,MEASUREMENT,"2023/06/11 09:49:08"
D,ROOFTOP,ACTUAL,2,"2023/06/11 09:30:00",QLD1,1757.079,0.7,MEASUREMENT,"2023/06/11 09:49:08"
D,ROOFTOP,ACTUAL,2,"2023/06/11 09:30:00",QLDC,125.779,0.7,MEASUREMENT,"2023/06/11 09:49:08"
D,ROOFTOP,ACTUAL,2,"2023/06/11 09:30:00",QLDN,204.821,0.7,MEASUREMENT,"2023/06/11 09:49:08"
D,ROOFTOP,ACTUAL,2,"2023/06/11 09:30:00",QLDS,1426.479,0.7,MEASUREMENT,"2023/06/11 09:49:08"
D,ROOFTOP,ACTUAL,2,"2023/06/11 09:30:00",SA1,144.5,0.7,MEASUREMENT,"2023/06/11 09:49:09"
D,ROOFTOP,ACTUAL,2,"2023/06/11 09:30:00",TAS1,36.788,0.7,MEASUREMENT,"2023/06/11 09:49:09"
D,ROOFTOP,ACTUAL,2,"2023/06/11 09:30:00",TASN,20.433,0.7,MEASUREMENT,"2023/06/11 09:49:09"
D,ROOFTOP,ACTUAL,2,"2023/06/11 09:30:00",TASS,16.367,0.7,MEASUREMENT,"2023/06/11 09:49:09"
D,ROOFTOP,ACTUAL,2,"2023/06/11 09:30:00",VIC1,428.268,0.7,MEASUREMENT,"2023/06/11 09:49:09"
C,"END OF REPORT",13
