C,NEMP.WORLD,ROOFTOP_PV_ACTUAL_MEASUREMENT,AEMO,PUBLIC,2023/07/03,12:30:01,0000000391054739,DEMAND,0000000391054739
I,ROOFTOP,ACTUAL,2,INTERVAL_DATETIME,REGIONID,POWER,QI,TYPE,LASTCHANGED
D,ROOFTOP,ACTUAL,2,"2023/07/03 12:00:00",NSW1,1759.604,1,MEASUREMENT,"2023/07/03 12:19:14"
D,ROOFTOP,ACTUAL,2,"2023/07/03 12:00:00",QLD1,1020.68,1,MEASUREMENT,"2023/07/03 12:19:14"
D,ROOFTOP,ACTUAL,2,"2023/07/03 12:00:00",QLDC,67.349,1,MEASUREMENT,"2023/07/03 12:19:14"
D,ROOFTOP,ACTUAL,2,"2023/07/03 12:00:00",QLDN,136.381,1,MEASUREMENT,"2023/07/03 12:19:14"
D,ROOFTOP,ACTUAL,2,"2023/07/03 12:00:00",QLDS,816.949,1,MEASUREMENT,"2023/07/03 12:19:14"
D,ROOFTOP,ACTUAL,2,"2023/07/03 12:00:00",SA1,354.158,1,MEASUREMENT,"2023/07/03 12:19:14"
D,ROOFTOP,ACTUAL,2,"2023/07/03 12:00:00",TAS1,99.778,1,MEASUREMENT,"2023/07/03 12:19:14"
D,ROOFTOP,ACTUAL,2,"2023/07/03 12:00:00",TASN,50.721,1,MEASUREMENT,"2023/07/03 12:19:14"
D,ROOFTOP,ACTUAL,2,"2023/07/03 12:00:00",TASS,49.036,1,MEASUREMENT,"2023/07/03 12:19:14"
D,ROOFTOP,ACTUAL,2,"2023/07/03 12:00:00",VIC1,903.936,1,MEASUREMENT,"2023/07/03 12:19:14"
C,"END OF REPORT",13
