C,NEMP.WORLD,ROOFTOP_PV_ACTUAL_SATELLITE,AEMO,PUBLIC,2023/07/23,18:00:02,0000000392779687,DEMAND,0000000392779686
I,ROOFTOP,ACTUAL,2,INTERVAL_DATETIME,REGIONID,POWER,QI,TYPE,LASTCHANGED
D,ROOFTOP,ACTUAL,2,"2023/07/23 17:30:00",NSW1,6.385,0.6,SATELLITE,"2023/07/23 17:50:21"
D,ROOFTOP,ACTUAL,2,"2023/07/23 17:30:00",QLD1,47.168,0.6,SATELLITE,"2023/07/23 17:50:21"
D,ROOFTOP,ACTUAL,2,"2023/07/23 17:30:00",QLDC,3.461,0.6,SATELLITE,"2023/07/23 17:50:22"
D,ROOFTOP,ACTUAL,2,"2023/07/23 17:30:00",QLDN,36.139,0.6,SATELLITE,"2023/07/23 17:50:22"
D,ROOFTOP,ACTUAL,2,"2023/07/23 17:30:00",QLDS,7.569,0.6,SATELLITE,"2023/07/23 17:50:22"
D,ROOFTOP,ACTUAL,2,"2023/07/23 17:30:00",SA1,68.519,0.6,SATELLITE,"2023/07/23 17:50:22"
D,ROOFTOP,ACTUAL,2,"2023/07/23 17:30:00",TAS1,0,0.6,SATELLITE,"2023/07/23 17:50:22"
D,ROOFTOP,ACTUAL,2,"2023/07/23 17:30:00",TASN,0,0.6,SATELLITE,"2023/07/23 17:50:22"
D,ROOFTOP,ACTUAL,2,"2023/07/23 17:30:00",TASS,0,0.6,SATELLITE,"2023/07/23 17:50:22"
D,ROOFTOP,ACTUAL,2,"2023/07/23 17:30:00",VIC1,22.134,0.6,SATELLITE,"2023/07/23 17:50:22"
C,"END OF REPORT",13
