C,NEMP.WORLD,ROOFTOP_PV_ACTUAL_MEASUREMENT,AEMO,PUBLIC,2023/12/24,12:00:01,0000000406666482,DEMAND,0000000406666482
I,ROOFTOP,ACTUAL,2,INTERVAL_DATETIME,REGIONID,POWER,QI,TYPE,LASTCHANGED
D,ROOFTOP,ACTUAL,2,"2023/12/24 11:30:00",NSW1,1806.347,1,MEASUREMENT,"2023/12/24 11:49:09"
D,ROOFTOP,ACTUAL,2,"2023/12/24 11:30:00",QLD1,1349.157,1,MEASUREMENT,"2023/12/24 11:49:09"
D,ROOFTOP,ACTUAL,2,"2023/12/24 11:30:00",QLDC,237.338,1,MEASUREMENT,"2023/12/24 11:49:09"
D,ROOFTOP,ACTUAL,2,"2023/12/24 11:30:00",QLDN,559.466,1,MEASUREMENT,"2023/12/24 11:49:09"
D,ROOFTOP,ACTUAL,2,"2023/12/24 11:30:00",QLDS,552.353,1,MEASUREMENT,"2023/12/24 11:49:09"
D,ROOFTOP,ACTUAL,2,"2023/12/24 11:30:00",SA1,1125.998,1,MEASUREMENT,"2023/12/24 11:49:09"
D,ROOFTOP,ACTUAL,2,"2023/12/24 11:30:00",TAS1,173.872,1,MEASUREMENT,"2023/12/24 11:49:09"
D,ROOFTOP,ACTUAL,2,"2023/12/24 11:30:00",TASN,94.973,1,MEASUREMENT,"2023/12/24 11:49:09"
D,ROOFTOP,ACTUAL,2,"2023/12/24 11:30:00",TASS,78.95,1,MEASUREMENT,"2023/12/24 11:49:09"
D,ROOFTOP,ACTUAL,2,"2023/12/24 11:30:00",VIC1,2683.3,1,MEASUREMENT,"2023/12/24 11:49:09"
C,"END OF REPORT",13
