C,NEMP.WORLD,ROOFTOP_PV_ACTUAL_MEASUREMENT,AEMO,PUBLIC,2024/02/04,12:00:01,0000000410210581,DEMAND,0000000410210581
I,ROOFTOP,ACTUAL,2,INTERVAL_DATETIME,REGIONID,POWER,QI,TYPE,LASTCHANGED
D,ROOFTOP,ACTUAL,2,"2024/02/04 11:30:00",NSW1,4155.35,1,MEASUREMENT,"2024/02/04 11:49:08"
D,ROOFTOP,ACTUAL,2,"2024/02/04 11:30:00",QLD1,2386.466,1,MEASUREMENT,"2024/02/04 11:49:09"
D,ROOFTOP,ACTUAL,2,"2024/02/04 11:30:00",QLDC,267.944,1,MEASUREMENT,"2024/02/04 11:49:09"
D,ROOFTOP,ACTUAL,2,"2024/02/04 11:30:00",QLDN,493.518,1,MEASUREMENT,"2024/02/04 11:49:09"
D,ROOFTOP,ACTUAL,2,"2024/02/04 11:30:00",QLDS,1625.004,1,MEASUREMENT,"2024/02/04 11:49:09"
D,ROOFTOP,ACTUAL,2,"2024/02/04 11:30:00",SA1,1430.223,1,MEASUREMENT,"2024/02/04 11:49:09"
D,ROOFTOP,ACTUAL,2,"2024/02/04 11:30:00",TAS1,135.221,1,MEASUREMENT,"2024/02/04 11:49:09"
D,ROOFTOP,ACTUAL,2,"2024/02/04 11:30:00",TASN,93.849,1,MEASUREMENT,"2024/02/04 11:49:09"
D,ROOFTOP,ACTUAL,2,"2024/02/04 11:30:00",TASS,41.677,1,MEASUREMENT,"2024/02/04 11:49:09"
D,ROOFTOP,ACTUAL,2,"2024/02/04 11:30:00",VIC1,2922.658,1,MEASUREMENT,"2024/02/04 11:49:09"
C,"END OF REPORT",13
