C,NEMP.WORLD,ROOFTOP_PV_ACTUAL_MEASUREMENT,AEMO,PUBLIC,2024/01/02,14:00:02,0000000407406137,DEMAND,0000000407406137
I,ROOFTOP,ACTUAL,2,INTERVAL_DATETIME,REGIONID,POWER,QI,TYPE,LASTCHANGED
D,ROOFTOP,ACTUAL,2,"2024/01/02 13:30:00",NSW1,3240.051,1,MEASUREMENT,"2024/01/02 13:49:11"
D,ROOFTOP,ACTUAL,2,"2024/01/02 13:30:00",QLD1,1406.677,1,MEASUREMENT,"2024/01/02 13:49:11"
D,ROOFTOP,ACTUAL,2,"2024/01/02 13:30:00",QLDC,213.921,1,MEASUREMENT,"2024/01/02 13:49:11"
D,ROOFTOP,ACTUAL,2,"2024/01/02 13:30:00",QLDN,520.204,1,MEASUREMENT,"2024/01/02 13:49:11"
D,ROOFTOP,ACTUAL,2,"2024/01/02 13:30:00",QLDS,672.551,1,MEASUREMENT,"2024/01/02 13:49:11"
D,ROOFTOP,ACTUAL,2,"2024/01/02 13:30:00",SA1,1525.134,1,MEASUREMENT,"2024/01/02 13:49:11"
D,ROOFTOP,ACTUAL,2,"2024/01/02 13:30:00",TAS1,158.797,1,MEASUREMENT,"2024/01/02 13:49:11"
D,ROOFTOP,ACTUAL,2,"2024/01/02 13:30:00",TASN,85.287,1,MEASUREMENT,"2024/01/02 13:49:11"
D,ROOFTOP,ACTUAL,2,"2024/01/02 13:30:00",TASS,73.538,1,MEASUREMENT,"2024/01/02 13:49:11"
D,ROOFTOP,ACTUAL,2,"2024/01/02 13:30:00",VIC1,1336.42,1,MEASUREMENT,"2024/01/02 13:49:11"
C,"END OF REPORT",13
