C,NEMP.WORLD,ROOFTOP_PV_ACTUAL_SATELLITE,AEMO,PUBLIC,2024/02/21,16:00:02,0000000411706403,DEMAND,0000000411706402
I,ROOFTOP,ACTUAL,2,INTERVAL_DATETIME,REGIONID,POWER,QI,TYPE,LASTCHANGED
D,ROOFTOP,ACTUAL,2,"2024/02/21 15:30:00",NSW1,2376.518,0.6,SATELLITE,"2024/02/21 15:50:23"
D,ROOFTOP,ACTUAL,2,"2024/02/21 15:30:00",QLD1,2322.426,0.6,SATELLITE,"2024/02/21 15:50:23"
D,ROOFTOP,ACTUAL,2,"2024/02/21 15:30:00",QLDC,229.075,0.6,SATELLITE,"2024/02/21 15:50:23"
D,ROOFTOP,ACTUAL,2,"2024/02/21 15:30:00",QLDN,161.877,0.6,SATELLITE,"2024/02/21 15:50:23"
D,ROOFTOP,ACTUAL,2,"2024/02/21 15:30:00",QLDS,1931.473,0.6,SATELLITE,"2024/02/21 15:50:23"
D,ROOFTOP,ACTUAL,2,"2024/02/21 15:30:00",SA1,1438.814,0.6,SATELLITE,"2024/02/21 15:50:23"
D,ROOFTOP,ACTUAL,2,"2024/02/21 15:30:00",TAS1,120.989,0.6,SATELLITE,"2024/02/21 15:50:23"
D,ROOFTOP,ACTUAL,2,"2024/02/21 15:30:00",TASN,66.064,0.6,SATELLITE,"2024/02/21 15:50:23"
D,ROOFTOP,ACTUAL,2,"2024/02/21 15:30:00",TASS,54.926,0.6,SATELLITE,"2024/02/21 15:50:23"
D,ROOFTOP,ACTUAL,2,"2024/02/21 15:30:00",VIC1,1989.179,0.6,SATELLITE,"2024/02/21 15:50:23"
C,"END OF REPORT",13
