C,NEMP.WORLD,ROOFTOP_PV_ACTUAL_MEASUREMENT,AEMO,PUBLIC,2023/12/31,18:30:02,0000000407260985,DEMAND,0000000407260985
I,ROOFTOP,ACTUAL,2,INTERVAL_DATETIME,REGIONID,POWER,QI,TYPE,LASTCHANGED
D,ROOFTOP,ACTUAL,2,"2023/12/31 18:00:00",NSW1,292.139,1,MEASUREMENT,"2023/12/31 18:19:09"
D,ROOFTOP,ACTUAL,2,"2023/12/31 18:00:00",QLD1,324.291,1,MEASUREMENT,"2023/12/31 18:19:09"
D,ROOFTOP,ACTUAL,2,"2023/12/31 18:00:00",QLDC,19.59,1,MEASUREMENT,"2023/12/31 18:19:09"
D,ROOFTOP,ACTUAL,2,"2023/12/31 18:00:00",QLDN,48.205,1,MEASUREMENT,"2023/12/31 18:19:09"
D,ROOFTOP,ACTUAL,2,"2023/12/31 18:00:00",QLDS,256.496,1,MEASUREMENT,"2023/12/31 18:19:09"
D,ROOFTOP,ACTUAL,2,"2023/12/31 18:00:00",SA1,552.667,1,MEASUREMENT,"2023/12/31 18:19:09"
D,ROOFTOP,ACTUAL,2,"2023/12/31 18:00:00",TAS1,59.478,1,MEASUREMENT,"2023/12/31 18:19:10"
D,ROOFTOP,ACTUAL,2,"2023/12/31 18:00:00",TASN,27.808,1,MEASUREMENT,"2023/12/31 18:19:10"
D,ROOFTOP,ACTUAL,2,"2023/12/31 18:00:00",TASS,31.628,1,MEASUREMENT,"2023/12/31 18:19:10"
D,ROOFTOP,ACTUAL,2,"2023/12/31 18:00:00",VIC1,860.63,1,MEASUREMENT,"2023/12/31 18:19:10"
C,"END OF REPORT",13
