C,NEMP.WORLD,ROOFTOP_PV_ACTUAL_MEASUREMENT,AEMO,PUBLIC,2023/04/30,07:30:03,0000000386069683,DEMAND,0000000386069683
I,ROOFTOP,ACTUAL,2,INTERVAL_DATETIME,REGIONID,POWER,QI,TYPE,LASTCHANGED
D,ROOFTOP,ACTUAL,2,"2023/04/30 07:00:00",NSW1,26.926,1,MEASUREMENT,"2023/04/30 07:19:21"
D,ROOFTOP,ACTUAL,2,"2023/04/30 07:00:00",QLD1,86.927,1,MEASUREMENT,"2023/04/30 07:19:21"
D,ROOFTOP,ACTUAL,2,"2023/04/30 07:00:00",QLDC,14.208,1,MEASUREMENT,"2023/04/30 07:19:21"
D,ROOFTOP,ACTUAL,2,"2023/04/30 07:00:00",QLDN,7.331,1,MEASUREMENT,"2023/04/30 07:19:21"
D,ROOFTOP,ACTUAL,2,"2023/04/30 07:00:00",QLDS,65.388,1,MEASUREMENT,"2023/04/30 07:19:21"
D,ROOFTOP,ACTUAL,2,"2023/04/30 07:00:00",SA1,0,1,MEASUREMENT,"2023/04/30 07:19:21"
D,ROOFTOP,ACTUAL,2,"2023/04/30 07:00:00",TAS1,0,1,MEASUREMENT,"2023/04/30 07:19:21"
D,ROOFTOP,ACTUAL,2,"2023/04/30 07:00:00",TASN,0,1,MEASUREMENT,"2023/04/30 07:19:21"
D,ROOFTOP,ACTUAL,2,"2023/04/30 07:00:00",TASS,0,1,MEASUREMENT,"2023/04/30 07:19:21"
D,ROOFTOP,ACTUAL,2,"2023/04/30 07:00:00",VIC1,0.025,1,MEASUREMENT,"2023/04/30 07:19:21"
C,"END OF REPORT",13
