C,NEMP.WORLD,ROOFTOP_PV_ACTUAL_MEASUREMENT,AEMO,PUBLIC,2023/08/11,15:00:02,0000000394318498,DEMAND,0000000394318498
I,ROOFTOP,ACTUAL,2,INTERVAL_DATETIME,REGIONID,POWER,QI,TYPE,LASTCHANGED
D,ROOFTOP,ACTUAL,2,"2023/08/11 14:30:00",NSW1,2351.768,1,MEASUREMENT,"2023/08/11 14:49:08"
D,ROOFTOP,ACTUAL,2,"2023/08/11 14:30:00",QLD1,2333.896,1,MEASUREMENT,"2023/08/11 14:49:08"
D,ROOFTOP,ACTUAL,2,"2023/08/11 14:30:00",QLDC,231.112,0.7,MEASUREMENT,"2023/08/11 14:49:08"
D,ROOFTOP,ACTUAL,2,"2023/08/11 14:30:00",QLDN,380.94,1,MEASUREMENT,"2023/08/11 14:49:08"
D,ROOFTOP,ACTUAL,2,"2023/08/11 14:30:00",QLDS,1721.843,1,MEASUREMENT,"2023/08/11 14:49:08"
D,ROOFTOP,ACTUAL,2,"2023/08/11 14:30:00",SA1,888.539,0.7,MEASUREMENT,"2023/08/11 14:49:08"
D,ROOFTOP,ACTUAL,2,"2023/08/11 14:30:00",TAS1,50.551,1,MEASUREMENT,"2023/08/11 14:49:08"
D,ROOFTOP,ACTUAL,2,"2023/08/11 14:30:00",TASN,25.008,1,MEASUREMENT,"2023/08/11 14:49:08"
D,ROOFTOP,ACTUAL,2,"2023/08/11 14:30:00",TASS,25.525,1,MEASUREMENT,"2023/08/11 14:49:08"
D,ROOFTOP,ACTUAL,2,"2023/08/11 14:30:00",VIC1,726.107,1,MEASUREMENT,"2023/08/11 14:49:08"
C,"END OF REPORT",13
