C,NEMP.WORLD,ROOFTOP_PV_ACTUAL_MEASUREMENT,AEMO,PUBLIC,2023/10/03,06:30:01,0000000398697658,DEMAND,0000000398697658
I,ROOFTOP,ACTUAL,2,INTERVAL_DATETIME,REGIONID,POWER,QI,TYPE,LASTCHANGED
D,ROOFTOP,ACTUAL,2,"2023/10/03 06:00:00",NSW1,49.504,1,MEASUREMENT,"2023/10/03 06:19:15"
D,ROOFTOP,ACTUAL,2,"2023/10/03 06:00:00",QLD1,73.277,1,MEASUREMENT,"2023/10/03 06:19:15"
D,ROOFTOP,ACTUAL,2,"2023/10/03 06:00:00",QLDC,5.066,1,MEASUREMENT,"2023/10/03 06:19:15"
D,ROOFTOP,ACTUAL,2,"2023/10/03 06:00:00",QLDN,0.381,1,MEASUREMENT,"2023/10/03 06:19:15"
D,ROOFTOP,ACTUAL,2,"2023/10/03 06:00:00",QLDS,67.83,1,MEASUREMENT,"2023/10/03 06:19:15"
D,ROOFTOP,ACTUAL,2,"2023/10/03 06:00:00",SA1,0,1,MEASUREMENT,"2023/10/03 06:19:15"
D,ROOFTOP,ACTUAL,2,"2023/10/03 06:00:00",TAS1,0.011,1,MEASUREMENT,"2023/10/03 06:19:15"
D,ROOFTOP,ACTUAL,2,"2023/10/03 06:00:00",TASN,0.002,1,MEASUREMENT,"2023/10/03 06:19:15"
D,ROOFTOP,ACTUAL,2,"2023/10/03 06:00:00",TASS,0.009,1,MEASUREMENT,"2023/10/03 06:19:15"
D,ROOFTOP,ACTUAL,2,"2023/10/03 06:00:00",VIC1,0.201,1,MEASUREMENT,"2023/10/03 06:19:15"
C,"END OF REPORT",13
