C,NEMP.WORLD,ROOFTOP_PV_ACTUAL_MEASUREMENT,AEMO,PUBLIC,2023/10/14,17:00:01,0000000399631727,DEMAND,0000000399631727
I,ROOFTOP,ACTUAL,2,INTERVAL_DATETIME,REGIONID,POWER,QI,TYPE,LASTCHANGED
D,ROOFTOP,ACTUAL,2,"2023/10/14 16:30:00",NSW1,1125.582,1,MEASUREMENT,"2023/10/14 16:49:07"
D,ROOFTOP,ACTUAL,2,"2023/10/14 16:30:00",QLD1,1178.032,1,MEASUREMENT,"2023/10/14 16:49:07"
D,ROOFTOP,ACTUAL,2,"2023/10/14 16:30:00",QLDC,111.636,0.7,MEASUREMENT,"2023/10/14 16:49:07"
D,ROOFTOP,ACTUAL,2,"2023/10/14 16:30:00",QLDN,245.405,1,MEASUREMENT,"2023/10/14 16:49:07"
D,ROOFTOP,ACTUAL,2,"2023/10/14 16:30:00",QLDS,820.991,1,MEASUREMENT,"2023/10/14 16:49:07"
D,ROOFTOP,ACTUAL,2,"2023/10/14 16:30:00",SA1,770.607,1,MEASUREMENT,"2023/10/14 16:49:07"
D,ROOFTOP,ACTUAL,2,"2023/10/14 16:30:00",TAS1,71.205,1,MEASUREMENT,"2023/10/14 16:49:07"
D,ROOFTOP,ACTUAL,2,"2023/10/14 16:30:00",TASN,44.912,1,MEASUREMENT,"2023/10/14 16:49:07"
D,ROOFTOP,ACTUAL,2,"2023/10/14 16:30:00",TASS,26.378,1,MEASUREMENT,"2023/10/14 16:49:07"
D,ROOFTOP,ACTUAL,2,"2023/10/14 16:30:00",VIC1,985.206,1,MEASUREMENT,"2023/10/14 16:49:07"
C,"END OF REPORT",13
