C,NEMP.WORLD,ROOFTOP_PV_ACTUAL_SATELLITE,AEMO,PUBLIC,2023/10/08,12:30:01,0000000399123764,DEMAND,0000000399123763
I,ROOFTOP,ACTUAL,2,INTERVAL_DATETIME,REGIONID,POWER,QI,TYPE,LASTCHANGED
D,ROOFTOP,ACTUAL,2,"2023/10/08 12:00:00",NSW1,3750.515,0.6,SATELLITE,"2023/10/08 12:20:24"
D,ROOFTOP,ACTUAL,2,"2023/10/08 12:00:00",QLD1,2313.277,0.6,SATELLITE,"2023/10/08 12:20:24"
D,ROOFTOP,ACTUAL,2,"2023/10/08 12:00:00",QLDC,175.235,0.6,SATELLITE,"2023/10/08 12:20:24"
D,ROOFTOP,ACTUAL,2,"2023/10/08 12:00:00",QLDN,499.739,0.6,SATELLITE,"2023/10/08 12:20:24"
D,ROOFTOP,ACTUAL,2,"2023/10/08 12:00:00",QLDS,1638.303,0.6,SATELLITE,"2023/10/08 12:20:24"
D,ROOFTOP,ACTUAL,2,"2023/10/08 12:00:00",SA1,1582.45,0.6,SATELLITE,"2023/10/08 12:20:24"
D,ROOFTOP,ACTUAL,2,"2023/10/08 12:00:00",TAS1,178.755,0.6,SATELLITE,"2023/10/08 12:20:24"
D,ROOFTOP,ACTUAL,2,"2023/10/08 12:00:00",TASN,97.216,0.6,SATELLITE,"2023/10/08 12:20:24"
D,ROOFTOP,ACTUAL,2,"2023/10/08 12:00:00",TASS,81.539,0.6,SATELLITE,"2023/10/08 12:20:24"
D,ROOFTOP,ACTUAL,2,"2023/10/08 12:00:00",VIC1,2458.061,0.6,SATELLITE,"2023/10/08 12:20:24"
C,"END OF REPORT",13
