C,NEMP.WORLD,ROOFTOP_PV_ACTUAL_SATELLITE,AEMO,PUBLIC,2023/12/02,17:00:02,0000000404202378,DEMAND,0000000404202377
I,ROOFTOP,ACTUAL,2,INTERVAL_DATETIME,REGIONID,POWER,QI,TYPE,LASTCHANGED
D,ROOFTOP,ACTUAL,2,"2023/12/02 16:30:00",NSW1,1240.557,0.6,SATELLITE,"2023/12/02 16:50:21"
D,ROOFTOP,ACTUAL,2,"2023/12/02 16:30:00",QLD1,1342.966,0.6,SATELLITE,"2023/12/02 16:50:21"
D,ROOFTOP,ACTUAL,2,"2023/12/02 16:30:00",QLDC,130.308,0.6,SATELLITE,"2023/12/02 16:50:21"
D,ROOFTOP,ACTUAL,2,"2023/12/02 16:30:00",QLDN,92.831,0.6,SATELLITE,"2023/12/02 16:50:21"
D,ROOFTOP,ACTUAL,2,"2023/12/02 16:30:00",QLDS,1119.827,0.6,SATELLITE,"2023/12/02 16:50:21"
D,ROOFTOP,ACTUAL,2,"2023/12/02 16:30:00",SA1,974.936,0.6,SATELLITE,"2023/12/02 16:50:21"
D,ROOFTOP,ACTUAL,2,"2023/12/02 16:30:00",TAS1,65.575,0.6,SATELLITE,"2023/12/02 16:50:21"
D,ROOFTOP,ACTUAL,2,"2023/12/02 16:30:00",TASN,35.779,0.6,SATELLITE,"2023/12/02 16:50:21"
D,ROOFTOP,ACTUAL,2,"2023/12/02 16:30:00",TASS,29.796,0.6,SATELLITE,"2023/12/02 16:50:21"
D,ROOFTOP,ACTUAL,2,"2023/12/02 16:30:00",VIC1,579.476,0.6,SATELLITE,"2023/12/02 16:50:21"
C,"END OF REPORT",13
