C,NEMP.WORLD,ROOFTOP_PV_ACTUAL_SATELLITE,AEMO,PUBLIC,2024/02/20,06:30:02,0000000411579756,DEMAND,0000000411579755
I,ROOFTOP,ACTUAL,2,INTERVAL_DATETIME,REGIONID,POWER,QI,TYPE,LASTCHANGED
D,ROOFTOP,ACTUAL,2,"2024/02/20 06:00:00",NSW1,84.832,0.6,SATELLITE,"2024/02/20 06:20:22"
D,ROOFTOP,ACTUAL,2,"2024/02/20 06:00:00",QLD1,80.544,0.6,SATELLITE,"2024/02/20 06:20:22"
D,ROOFTOP,ACTUAL,2,"2024/02/20 06:00:00",QLDC,5.41,0.6,SATELLITE,"2024/02/20 06:20:22"
D,ROOFTOP,ACTUAL,2,"2024/02/20 06:00:00",QLDN,0.565,0.6,SATELLITE,"2024/02/20 06:20:22"
D,ROOFTOP,ACTUAL,2,"2024/02/20 06:00:00",QLDS,74.569,0.6,SATELLITE,"2024/02/20 06:20:22"
D,ROOFTOP,ACTUAL,2,"2024/02/20 06:00:00",SA1,0,0.6,SATELLITE,"2024/02/20 06:20:22"
D,ROOFTOP,ACTUAL,2,"2024/02/20 06:00:00",TAS1,2.378,0.6,SATELLITE,"2024/02/20 06:20:22"
D,ROOFTOP,ACTUAL,2,"2024/02/20 06:00:00",TASN,1.045,0.6,SATELLITE,"2024/02/20 06:20:22"
D,ROOFTOP,ACTUAL,2,"2024/02/20 06:00:00",TASS,1.333,0.6,SATELLITE,"2024/02/20 06:20:22"
D,ROOFTOP,ACTUAL,2,"2024/02/20 06:00:00",VIC1,9.762,0.6,SATELLITE,"2024/02/20 06:20:22"
C,"END OF REPORT",13
