C,NEMP.WORLD,ROOFTOP_PV_ACTUAL_MEASUREMENT,AEMO,PUBLIC,2023/04/29,15:00:03,0000000386020828,DEMAND,0000000386020828
I,ROOFTOP,ACTUAL,2,INTERVAL_DATETIME,REGIONID,POWER,QI,TYPE,LASTCHANGED
D,ROOFTOP,ACTUAL,2,"2023/04/29 14:30:00",NSW1,610.331,1,MEASUREMENT,"2023/04/29 14:49:19"
D,ROOFTOP,ACTUAL,2,"2023/04/29 14:30:00",QLD1,1145.929,1,MEASUREMENT,"2023/04/29 14:49:19"
D,ROOFTOP,ACTUAL,2,"2023/04/29 14:30:00",QLDC,106.371,1,MEASUREMENT,"2023/04/29 14:49:19"
D,ROOFTOP,ACTUAL,2,"2023/04/29 14:30:00",QLDN,343.791,1,MEASUREMENT,"2023/04/29 14:49:19"
D,ROOFTOP,ACTUAL,2,"2023/04/29 14:30:00",QLDS,695.767,1,MEASUREMENT,"2023/04/29 14:49:19"
D,ROOFTOP,ACTUAL,2,"2023/04/29 14:30:00",SA1,944.687,1,MEASUREMENT,"2023/04/29 14:49:19"
D,ROOFTOP,ACTUAL,2,"2023/04/29 14:30:00",TAS1,113.116,1,MEASUREMENT,"2023/04/29 14:49:19"
D,ROOFTOP,ACTUAL,2,"2023/04/29 14:30:00",TASN,60.761,1,MEASUREMENT,"2023/04/29 14:49:19"
D,ROOFTOP,ACTUAL,2,"2023/04/29 14:30:00",TASS,52.37,1,MEASUREMENT,"2023/04/29 14:49:19"
D,ROOFTOP,ACTUAL,2,"2023/04/29 14:30:00",VIC1,1278.214,1,MEASUREMENT,"2023/04/29 14:49:19"
C,"END OF REPORT",13
