C,NEMP.WORLD,ROOFTOP_PV_ACTUAL_SATELLITE,AEMO,PUBLIC,2024/02/19,16:30:02,0000000411532125,DEMAND,0000000411532124
I,ROOFTOP,ACTUAL,2,INTERVAL_DATETIME,REGIONID,POWER,QI,TYPE,LASTCHANGED
D,ROOFTOP,ACTUAL,2,"2024/02/19 16:00:00",NSW1,842.885,0.6,SATELLITE,"2024/02/19 16:20:25"
D,ROOFTOP,ACTUAL,2,"2024/02/19 16:00:00",QLD1,1091.771,0.6,SATELLITE,"2024/02/19 16:20:25"
D,ROOFTOP,ACTUAL,2,"2024/02/19 16:00:00",QLDC,195.882,0.6,SATELLITE,"2024/02/19 16:20:26"
D,ROOFTOP,ACTUAL,2,"2024/02/19 16:00:00",QLDN,387.832,0.6,SATELLITE,"2024/02/19 16:20:26"
D,ROOFTOP,ACTUAL,2,"2024/02/19 16:00:00",QLDS,508.057,0.6,SATELLITE,"2024/02/19 16:20:26"
D,ROOFTOP,ACTUAL,2,"2024/02/19 16:00:00",SA1,1250.233,0.6,SATELLITE,"2024/02/19 16:20:26"
D,ROOFTOP,ACTUAL,2,"2024/02/19 16:00:00",TAS1,108.963,0.6,SATELLITE,"2024/02/19 16:20:26"
D,ROOFTOP,ACTUAL,2,"2024/02/19 16:00:00",TASN,50.858,0.6,SATELLITE,"2024/02/19 16:20:26"
D,ROOFTOP,ACTUAL,2,"2024/02/19 16:00:00",TASS,58.105,0.6,SATELLITE,"2024/02/19 16:20:26"
D,ROOFTOP,ACTUAL,2,"2024/02/19 16:00:00",VIC1,2042.829,0.6,SATELLITE,"2024/02/19 16:20:26"
C,"END OF REPORT",13
