C,NEMP.WORLD,ROOFTOP_PV_ACTUAL_SATELLITE,AEMO,PUBLIC,2023/09/16,15:30:02,0000000397334267,DEMAND,0000000397334266
I,ROOFTOP,ACTUAL,2,INTERVAL_DATETIME,REGIONID,POWER,QI,TYPE,LASTCHANGED
D,ROOFTOP,ACTUAL,2,"2023/09/16 15:00:00",NSW1,2475.486,0.6,SATELLITE,"2023/09/16 15:20:22"
D,ROOFTOP,ACTUAL,2,"2023/09/16 15:00:00",QLD1,2392.202,0.6,SATELLITE,"2023/09/16 15:20:22"
D,ROOFTOP,ACTUAL,2,"2023/09/16 15:00:00",QLDC,231.37,0.6,SATELLITE,"2023/09/16 15:20:22"
D,ROOFTOP,ACTUAL,2,"2023/09/16 15:00:00",QLDN,434.585,0.6,SATELLITE,"2023/09/16 15:20:22"
D,ROOFTOP,ACTUAL,2,"2023/09/16 15:00:00",QLDS,1726.247,0.6,SATELLITE,"2023/09/16 15:20:22"
D,ROOFTOP,ACTUAL,2,"2023/09/16 15:00:00",SA1,1147.892,0.6,SATELLITE,"2023/09/16 15:20:22"
D,ROOFTOP,ACTUAL,2,"2023/09/16 15:00:00",TAS1,34.831,0.6,SATELLITE,"2023/09/16 15:20:22"
D,ROOFTOP,ACTUAL,2,"2023/09/16 15:00:00",TASN,20.424,0.6,SATELLITE,"2023/09/16 15:20:22"
D,ROOFTOP,ACTUAL,2,"2023/09/16 15:00:00",TASS,14.407,0.6,SATELLITE,"2023/09/16 15:20:22"
D,ROOFTOP,ACTUAL,2,"2023/09/16 15:00:00",VIC1,1815.433,0.6,SATELLITE,"2023/09/16 15:20:22"
C,"END OF REPORT",13
