C,NEMP.WORLD,ROOFTOP_PV_ACTUAL_SATELLITE,AEMO,PUBLIC,2023/04/18,09:00:03,0000000385167414,DEMAND,0000000385167413
I,ROOFTOP,ACTUAL,2,INTERVAL_DATETIME,REGIONID,POWER,QI,TYPE,LASTCHANGED
D,ROOFTOP,ACTUAL,2,"2023/04/18 08:30:00",NSW1,1307.245,0.6,SATELLITE,"2023/04/18 08:50:24"
D,ROOFTOP,ACTUAL,2,"2023/04/18 08:30:00",QLD1,1420.936,0.6,SATELLITE,"2023/04/18 08:50:24"
D,ROOFTOP,ACTUAL,2,"2023/04/18 08:30:00",QLDC,150.586,0.6,SATELLITE,"2023/04/18 08:50:24"
D,ROOFTOP,ACTUAL,2,"2023/04/18 08:30:00",QLDN,61.637,0.6,SATELLITE,"2023/04/18 08:50:24"
D,ROOFTOP,ACTUAL,2,"2023/04/18 08:30:00",QLDS,1208.713,0.6,SATELLITE,"2023/04/18 08:50:24"
D,ROOFTOP,ACTUAL,2,"2023/04/18 08:30:00",SA1,295.996,0.6,SATELLITE,"2023/04/18 08:50:24"
D,ROOFTOP,ACTUAL,2,"2023/04/18 08:30:00",TAS1,29.283,0.6,SATELLITE,"2023/04/18 08:50:24"
D,ROOFTOP,ACTUAL,2,"2023/04/18 08:30:00",TASN,9.865,0.6,SATELLITE,"2023/04/18 08:50:24"
D,ROOFTOP,ACTUAL,2,"2023/04/18 08:30:00",TASS,19.419,0.6,SATELLITE,"2023/04/18 08:50:24"
D,ROOFTOP,ACTUAL,2,"2023/04/18 08:30:00",VIC1,675.122,0.6,SATELLITE,"2023/04/18 08:50:25"
C,"END OF REPORT",13
