C,NEMP.WORLD,ROOFTOP_PV_ACTUAL_MEASUREMENT,AEMO,PUBLIC,2023/09/08,12:30:02,0000000396647526,DEMAND,0000000396647526
I,ROOFTOP,ACTUAL,2,INTERVAL_DATETIME,REGIONID,POWER,QI,TYPE,LASTCHANGED
D,ROOFTOP,ACTUAL,2,"2023/09/08 12:00:00",NSW1,1859.401,0.7,MEASUREMENT,"2023/09/08 12:19:09"
D,ROOFTOP,ACTUAL,2,"2023/09/08 12:00:00",QLD1,2987.641,1,MEASUREMENT,"2023/09/08 12:19:09"
D,ROOFTOP,ACTUAL,2,"2023/09/08 12:00:00",QLDC,239.294,1,MEASUREMENT,"2023/09/08 12:19:09"
D,ROOFTOP,ACTUAL,2,"2023/09/08 12:00:00",QLDN,388.43,0.7,MEASUREMENT,"2023/09/08 12:19:09"
D,ROOFTOP,ACTUAL,2,"2023/09/08 12:00:00",QLDS,2359.917,1,MEASUREMENT,"2023/09/08 12:19:09"
D,ROOFTOP,ACTUAL,2,"2023/09/08 12:00:00",SA1,1056.78,0.7,MEASUREMENT,"2023/09/08 12:19:09"
D,ROOFTOP,ACTUAL,2,"2023/09/08 12:00:00",TAS1,103.699,1,MEASUREMENT,"2023/09/08 12:19:09"
D,ROOFTOP,ACTUAL,2,"2023/09/08 12:00:00",TASN,43.24,1,MEASUREMENT,"2023/09/08 12:19:09"
D,ROOFTOP,ACTUAL,2,"2023/09/08 12:00:00",TASS,60.33,1,MEASUREMENT,"2023/09/08 12:19:09"
D,ROOFTOP,ACTUAL,2,"2023/09/08 12:00:00",VIC1,965.888,1,MEASUREMENT,"2023/09/08 12:19:09"
C,"END OF REPORT",13
