C,NEMP.WORLD,ROOFTOP_PV_ACTUAL_MEASUREMENT,AEMO,PUBLIC,2023/03/03,18:00:02,0000000381973501,DEMAND,0000000381973501
I,ROOFTOP,ACTUAL,2,INTERVAL_DATETIME,REGIONID,POWER,QI,TYPE,LASTCHANGED
D,ROOFTOP,ACTUAL,2,"2023/03/03 17:30:00",NSW1,486.202,1,MEASUREMENT,"2023/03/03 17:49:15"
D,ROOFTOP,ACTUAL,2,"2023/03/03 17:30:00",QLD1,437.469,1,MEASUREMENT,"2023/03/03 17:49:15"
D,ROOFTOP,ACTUAL,2,"2023/03/03 17:30:00",QLDC,32.458,1,MEASUREMENT,"2023/03/03 17:49:15"
D,ROOFTOP,ACTUAL,2,"2023/03/03 17:30:00",QLDN,78.164,1,MEASUREMENT,"2023/03/03 17:49:15"
D,ROOFTOP,ACTUAL,2,"2023/03/03 17:30:00",QLDS,326.847,1,MEASUREMENT,"2023/03/03 17:49:15"
D,ROOFTOP,ACTUAL,2,"2023/03/03 17:30:00",SA1,618.056,1,MEASUREMENT,"2023/03/03 17:49:15"
D,ROOFTOP,ACTUAL,2,"2023/03/03 17:30:00",TAS1,46.257,1,MEASUREMENT,"2023/03/03 17:49:15"
D,ROOFTOP,ACTUAL,2,"2023/03/03 17:30:00",TASN,22.299,1,MEASUREMENT,"2023/03/03 17:49:15"
D,ROOFTOP,ACTUAL,2,"2023/03/03 17:30:00",TASS,23.936,1,MEASUREMENT,"2023/03/03 17:49:16"
D,ROOFTOP,ACTUAL,2,"2023/03/03 17:30:00",VIC1,697.602,1,MEASUREMENT,"2023/03/03 17:49:16"
C,"END OF REPORT",13
