C,NEMP.WORLD,ROOFTOP_PV_ACTUAL_MEASUREMENT,AEMO,PUBLIC,2024/01/26,12:00:02,0000000409428925,DEMAND,0000000409428925
I,ROOFTOP,ACTUAL,2,INTERVAL_DATETIME,REGIONID,POWER,QI,TYPE,LASTCHANGED
D,ROOFTOP,ACTUAL,2,"2024/01/26 11:30:00",NSW1,3068.22,1,MEASUREMENT,"2024/01/26 11:49:06"
D,ROOFTOP,ACTUAL,2,"2024/01/26 11:30:00",QLD1,2187.143,1,MEASUREMENT,"2024/01/26 11:49:06"
D,ROOFTOP,ACTUAL,2,"2024/01/26 11:30:00",QLDC,251.169,1,MEASUREMENT,"2024/01/26 11:49:06"
D,ROOFTOP,ACTUAL,2,"2024/01/26 11:30:00",QLDN,478.165,0.7,MEASUREMENT,"2024/01/26 11:49:06"
D,ROOFTOP,ACTUAL,2,"2024/01/26 11:30:00",QLDS,1457.81,1,MEASUREMENT,"2024/01/26 11:49:06"
D,ROOFTOP,ACTUAL,2,"2024/01/26 11:30:00",SA1,1336.299,1,MEASUREMENT,"2024/01/26 11:49:06"
D,ROOFTOP,ACTUAL,2,"2024/01/26 11:30:00",TAS1,208.314,1,MEASUREMENT,"2024/01/26 11:49:06"
D,ROOFTOP,ACTUAL,2,"2024/01/26 11:30:00",TASN,111.178,1,MEASUREMENT,"2024/01/26 11:49:06"
D,ROOFTOP,ACTUAL,2,"2024/01/26 11:30:00",TASS,97.167,1,MEASUREMENT,"2024/01/26 11:49:06"
D,ROOFTOP,ACTUAL,2,"2024/01/26 11:30:00",VIC1,2404.788,1,MEASUREMENT,"2024/01/26 11:49:06"
C,"END OF REPORT",13
