C,NEMP.WORLD,ROOFTOP_PV_ACTUAL_MEASUREMENT,AEMO,PUBLIC,2024/02/05,16:30:01,0000000410313409,DEMAND,0000000410313409
I,ROOFTOP,ACTUAL,2,INTERVAL_DATETIME,REGIONID,POWER,QI,TYPE,LASTCHANGED
D,ROOFTOP,ACTUAL,2,"2024/02/05 16:00:00",NSW1,1300.281,1,MEASUREMENT,"2024/02/05 16:19:08"
D,ROOFTOP,ACTUAL,2,"2024/02/05 16:00:00",QLD1,2374.988,1,MEASUREMENT,"2024/02/05 16:19:08"
D,ROOFTOP,ACTUAL,2,"2024/02/05 16:00:00",QLDC,224.498,1,MEASUREMENT,"2024/02/05 16:19:08"
D,ROOFTOP,ACTUAL,2,"2024/02/05 16:00:00",QLDN,412.228,1,MEASUREMENT,"2024/02/05 16:19:08"
D,ROOFTOP,ACTUAL,2,"2024/02/05 16:00:00",QLDS,1738.262,1,MEASUREMENT,"2024/02/05 16:19:08"
D,ROOFTOP,ACTUAL,2,"2024/02/05 16:00:00",SA1,1195.389,1,MEASUREMENT,"2024/02/05 16:19:08"
D,ROOFTOP,ACTUAL,2,"2024/02/05 16:00:00",TAS1,164.704,1,MEASUREMENT,"2024/02/05 16:19:08"
D,ROOFTOP,ACTUAL,2,"2024/02/05 16:00:00",TASN,84.77,1,MEASUREMENT,"2024/02/05 16:19:08"
D,ROOFTOP,ACTUAL,2,"2024/02/05 16:00:00",TASS,79.917,1,MEASUREMENT,"2024/02/05 16:19:08"
D,ROOFTOP,ACTUAL,2,"2024/02/05 16:00:00",VIC1,765.289,1,MEASUREMENT,"2024/02/05 16:19:09"
C,"END OF REPORT",13
