C,NEMP.WORLD,ROOFTOP_PV_ACTUAL_SATELLITE,AEMO,PUBLIC,2023/05/17,13:00:03,0000000387373093,DEMAND,0000000387373092
I,ROOFTOP,ACTUAL,2,INTERVAL_DATETIME,REGIONID,POWER,QI,TYPE,LASTCHANGED
D,ROOFTOP,ACTUAL,2,"2023/05/17 12:30:00",NSW1,1701.866,0.6,SATELLITE,"2023/05/17 12:50:22"
D,ROOFTOP,ACTUAL,2,"2023/05/17 12:30:00",QLD1,2408.122,0.6,SATELLITE,"2023/05/17 12:50:22"
D,ROOFTOP,ACTUAL,2,"2023/05/17 12:30:00",QLDC,263.103,0.6,SATELLITE,"2023/05/17 12:50:22"
D,ROOFTOP,ACTUAL,2,"2023/05/17 12:30:00",QLDN,322.51,0.6,SATELLITE,"2023/05/17 12:50:22"
D,ROOFTOP,ACTUAL,2,"2023/05/17 12:30:00",QLDS,1822.509,0.6,SATELLITE,"2023/05/17 12:50:22"
D,ROOFTOP,ACTUAL,2,"2023/05/17 12:30:00",SA1,640.001,0.6,SATELLITE,"2023/05/17 12:50:22"
D,ROOFTOP,ACTUAL,2,"2023/05/17 12:30:00",TAS1,90.323,0.6,SATELLITE,"2023/05/17 12:50:22"
D,ROOFTOP,ACTUAL,2,"2023/05/17 12:30:00",TASN,50.963,0.6,SATELLITE,"2023/05/17 12:50:22"
D,ROOFTOP,ACTUAL,2,"2023/05/17 12:30:00",TASS,39.36,0.6,SATELLITE,"2023/05/17 12:50:22"
D,ROOFTOP,ACTUAL,2,"2023/05/17 12:30:00",VIC1,1400.059,0.6,SATELLITE,"2023/05/17 12:50:22"
C,"END OF REPORT",13
