C,NEMP.WORLD,ROOFTOP_PV_ACTUAL_MEASUREMENT,AEMO,PUBLIC,2024/03/12,07:30:02,0000000413467506,DEMAND,0000000413467506
I,ROOFTOP,ACTUAL,2,INTERVAL_DATETIME,REGIONID,POWER,QI,TYPE,LASTCHANGED
D,ROOFTOP,ACTUAL,2,"2024/03/12 07:00:00",NSW1,451.884,1,MEASUREMENT,"2024/03/12 07:19:17"
D,ROOFTOP,ACTUAL,2,"2024/03/12 07:00:00",QLD1,429.925,1,MEASUREMENT,"2024/03/12 07:19:17"
D,ROOFTOP,ACTUAL,2,"2024/03/12 07:00:00",QLDC,21.294,1,MEASUREMENT,"2024/03/12 07:19:17"
D,ROOFTOP,ACTUAL,2,"2024/03/12 07:00:00",QLDN,33.292,1,MEASUREMENT,"2024/03/12 07:19:17"
D,ROOFTOP,ACTUAL,2,"2024/03/12 07:00:00",QLDS,375.339,1,MEASUREMENT,"2024/03/12 07:19:17"
D,ROOFTOP,ACTUAL,2,"2024/03/12 07:00:00",SA1,4.942,1,MEASUREMENT,"2024/03/12 07:19:17"
D,ROOFTOP,ACTUAL,2,"2024/03/12 07:00:00",TAS1,9.748,1,MEASUREMENT,"2024/03/12 07:19:17"
D,ROOFTOP,ACTUAL,2,"2024/03/12 07:00:00",TASN,3.997,0.7,MEASUREMENT,"2024/03/12 07:19:17"
D,ROOFTOP,ACTUAL,2,"2024/03/12 07:00:00",TASS,5.737,1,MEASUREMENT,"2024/03/12 07:19:17"
D,ROOFTOP,ACTUAL,2,"2024/03/12 07:00:00",VIC1,75.439,1,MEASUREMENT,"2024/03/12 07:19:17"
C,"END OF REPORT",13
