C,NEMP.WORLD,ROOFTOP_PV_ACTUAL_SATELLITE,AEMO,PUBLIC,2023/06/30,10:00:01,0000000390815894,DEMAND,0000000390815893
I,ROOFTOP,ACTUAL,2,INTERVAL_DATETIME,REGIONID,POWER,QI,TYPE,LASTCHANGED
D,ROOFTOP,ACTUAL,2,"2023/06/30 09:30:00",NSW1,1332.438,0.6,SATELLITE,"2023/06/30 09:50:21"
D,ROOFTOP,ACTUAL,2,"2023/06/30 09:30:00",QLD1,1790.773,0.6,SATELLITE,"2023/06/30 09:50:21"
D,ROOFTOP,ACTUAL,2,"2023/06/30 09:30:00",QLDC,174.273,0.6,SATELLITE,"2023/06/30 09:50:21"
D,ROOFTOP,ACTUAL,2,"2023/06/30 09:30:00",QLDN,295.383,0.6,SATELLITE,"2023/06/30 09:50:21"
D,ROOFTOP,ACTUAL,2,"2023/06/30 09:30:00",QLDS,1321.117,0.6,SATELLITE,"2023/06/30 09:50:21"
D,ROOFTOP,ACTUAL,2,"2023/06/30 09:30:00",SA1,223.911,0.6,SATELLITE,"2023/06/30 09:50:21"
D,ROOFTOP,ACTUAL,2,"2023/06/30 09:30:00",TAS1,36.75,0.6,SATELLITE,"2023/06/30 09:50:21"
D,ROOFTOP,ACTUAL,2,"2023/06/30 09:30:00",TASN,21.339,0.6,SATELLITE,"2023/06/30 09:50:21"
D,ROOFTOP,ACTUAL,2,"2023/06/30 09:30:00",TASS,15.411,0.6,SATELLITE,"2023/06/30 09:50:21"
D,ROOFTOP,ACTUAL,2,"2023/06/30 09:30:00",VIC1,415.315,0.6,SATELLITE,"2023/06/30 09:50:21"
C,"END OF REPORT",13
