C,NEMP.WORLD,ROOFTOP_PV_ACTUAL_MEASUREMENT,AEMO,PUBLIC,2024/02/16,17:30:01,0000000411278008,DEMAND,0000000411278008
I,ROOFTOP,ACTUAL,2,INTERVAL_DATETIME,REGIONID,POWER,QI,TYPE,LASTCHANGED
D,ROOFTOP,ACTUAL,2,"2024/02/16 17:00:00",NSW1,863.538,1,MEASUREMENT,"2024/02/16 17:19:19"
D,ROOFTOP,ACTUAL,2,"2024/02/16 17:00:00",QLD1,392.837,1,MEASUREMENT,"2024/02/16 17:19:19"
D,ROOFTOP,ACTUAL,2,"2024/02/16 17:00:00",QLDC,42.424,1,MEASUREMENT,"2024/02/16 17:19:19"
D,ROOFTOP,ACTUAL,2,"2024/02/16 17:00:00",QLDN,65.018,1,MEASUREMENT,"2024/02/16 17:19:19"
D,ROOFTOP,ACTUAL,2,"2024/02/16 17:00:00",QLDS,285.395,1,MEASUREMENT,"2024/02/16 17:19:19"
D,ROOFTOP,ACTUAL,2,"2024/02/16 17:00:00",SA1,958.476,1,MEASUREMENT,"2024/02/16 17:19:19"
D,ROOFTOP,ACTUAL,2,"2024/02/16 17:00:00",TAS1,107.815,1,MEASUREMENT,"2024/02/16 17:19:19"
D,ROOFTOP,ACTUAL,2,"2024/02/16 17:00:00",TASN,51.806,1,MEASUREMENT,"2024/02/16 17:19:19"
D,ROOFTOP,ACTUAL,2,"2024/02/16 17:00:00",TASS,55.95,1,MEASUREMENT,"2024/02/16 17:19:19"
D,ROOFTOP,ACTUAL,2,"2024/02/16 17:00:00",VIC1,1368.911,1,MEASUREMENT,"2024/02/16 17:19:19"
C,"END OF REPORT",13
