C,NEMP.WORLD,ROOFTOP_PV_ACTUAL_MEASUREMENT,AEMO,PUBLIC,2023/06/19,10:00:01,0000000389942753,DEMAND,0000000389942753
I,ROOFTOP,ACTUAL,2,INTERVAL_DATETIME,REGIONID,POWER,QI,TYPE,LASTCHANGED
D,ROOFTOP,ACTUAL,2,"2023/06/19 09:30:00",NSW1,1338.344,1,MEASUREMENT,"2023/06/19 09:49:22"
D,ROOFTOP,ACTUAL,2,"2023/06/19 09:30:00",QLD1,1911.973,1,MEASUREMENT,"2023/06/19 09:49:22"
D,ROOFTOP,ACTUAL,2,"2023/06/19 09:30:00",QLDC,163.952,1,MEASUREMENT,"2023/06/19 09:49:22"
D,ROOFTOP,ACTUAL,2,"2023/06/19 09:30:00",QLDN,297.11,1,MEASUREMENT,"2023/06/19 09:49:22"
D,ROOFTOP,ACTUAL,2,"2023/06/19 09:30:00",QLDS,1450.91,1,MEASUREMENT,"2023/06/19 09:49:22"
D,ROOFTOP,ACTUAL,2,"2023/06/19 09:30:00",SA1,178.8,1,MEASUREMENT,"2023/06/19 09:49:22"
D,ROOFTOP,ACTUAL,2,"2023/06/19 09:30:00",TAS1,37.057,1,MEASUREMENT,"2023/06/19 09:49:22"
D,ROOFTOP,ACTUAL,2,"2023/06/19 09:30:00",TASN,22.58,1,MEASUREMENT,"2023/06/19 09:49:22"
D,ROOFTOP,ACTUAL,2,"2023/06/19 09:30:00",TASS,14.512,1,MEASUREMENT,"2023/06/19 09:49:22"
D,ROOFTOP,ACTUAL,2,"2023/06/19 09:30:00",VIC1,139.432,1,MEASUREMENT,"2023/06/19 09:49:22"
C,"END OF REPORT",13
