C,NEMP.WORLD,ROOFTOP_PV_ACTUAL_MEASUREMENT,AEMO,PUBLIC,2023/03/22,11:30:02,0000000383287482,DEMAND,0000000383287482
I,ROOFTOP,ACTUAL,2,INTERVAL_DATETIME,REGIONID,POWER,QI,TYPE,LASTCHANGED
D,ROOFTOP,ACTUAL,2,"2023/03/22 11:00:00",NSW1,1682.912,1,MEASUREMENT,"2023/03/22 11:19:15"
D,ROOFTOP,ACTUAL,2,"2023/03/22 11:00:00",QLD1,1929.78,1,MEASUREMENT,"2023/03/22 11:19:15"
D,ROOFTOP,ACTUAL,2,"2023/03/22 11:00:00",QLDC,204.047,1,MEASUREMENT,"2023/03/22 11:19:15"
D,ROOFTOP,ACTUAL,2,"2023/03/22 11:00:00",QLDN,405.64,1,MEASUREMENT,"2023/03/22 11:19:15"
D,ROOFTOP,ACTUAL,2,"2023/03/22 11:00:00",QLDS,1320.093,1,MEASUREMENT,"2023/03/22 11:19:15"
D,ROOFTOP,ACTUAL,2,"2023/03/22 11:00:00",SA1,1122.467,1,MEASUREMENT,"2023/03/22 11:19:16"
D,ROOFTOP,ACTUAL,2,"2023/03/22 11:00:00",TAS1,107.637,1,MEASUREMENT,"2023/03/22 11:19:16"
D,ROOFTOP,ACTUAL,2,"2023/03/22 11:00:00",TASN,53.713,1,MEASUREMENT,"2023/03/22 11:19:16"
D,ROOFTOP,ACTUAL,2,"2023/03/22 11:00:00",TASS,53.892,1,MEASUREMENT,"2023/03/22 11:19:16"
D,ROOFTOP,ACTUAL,2,"2023/03/22 11:00:00",VIC1,1720.197,1,MEASUREMENT,"2023/03/22 11:19:16"
C,"END OF REPORT",13
