C,NEMP.WORLD,ROOFTOP_PV_ACTUAL_MEASUREMENT,AEMO,PUBLIC,2023/06/03,16:30:03,0000000388710361,DEMAND,0000000388710361
I,ROOFTOP,ACTUAL,2,INTERVAL_DATETIME,REGIONID,POWER,QI,TYPE,LASTCHANGED
D,ROOFTOP,ACTUAL,2,"2023/06/03 16:00:00",NSW1,500.413,1,MEASUREMENT,"2023/06/03 16:19:15"
D,ROOFTOP,ACTUAL,2,"2023/06/03 16:00:00",QLD1,503.375,1,MEASUREMENT,"2023/06/03 16:19:15"
D,ROOFTOP,ACTUAL,2,"2023/06/03 16:00:00",QLDC,40.568,1,MEASUREMENT,"2023/06/03 16:19:15"
D,ROOFTOP,ACTUAL,2,"2023/06/03 16:00:00",QLDN,153.839,1,MEASUREMENT,"2023/06/03 16:19:15"
D,ROOFTOP,ACTUAL,2,"2023/06/03 16:00:00",QLDS,308.967,1,MEASUREMENT,"2023/06/03 16:19:15"
D,ROOFTOP,ACTUAL,2,"2023/06/03 16:00:00",SA1,390.603,1,MEASUREMENT,"2023/06/03 16:19:15"
D,ROOFTOP,ACTUAL,2,"2023/06/03 16:00:00",TAS1,23.357,1,MEASUREMENT,"2023/06/03 16:19:15"
D,ROOFTOP,ACTUAL,2,"2023/06/03 16:00:00",TASN,14.686,1,MEASUREMENT,"2023/06/03 16:19:15"
D,ROOFTOP,ACTUAL,2,"2023/06/03 16:00:00",TASS,8.699,1,MEASUREMENT,"2023/06/03 16:19:15"
D,ROOFTOP,ACTUAL,2,"2023/06/03 16:00:00",VIC1,255.874,1,MEASUREMENT,"2023/06/03 16:19:15"
C,"END OF REPORT",13
