C,NEMP.WORLD,ROOFTOP_PV_ACTUAL_MEASUREMENT,AEMO,PUBLIC,2023/11/11,11:00:02,0000000402053782,DEMAND,0000000402053782
I,ROOFTOP,ACTUAL,2,INTERVAL_DATETIME,REGIONID,POWER,QI,TYPE,LASTCHANGED
D,ROOFTOP,ACTUAL,2,"2023/11/11 10:30:00",NSW1,4126.593,1,MEASUREMENT,"2023/11/11 10:49:08"
D,ROOFTOP,ACTUAL,2,"2023/11/11 10:30:00",QLD1,2552.416,1,MEASUREMENT,"2023/11/11 10:49:08"
D,ROOFTOP,ACTUAL,2,"2023/11/11 10:30:00",QLDC,251.18,1,MEASUREMENT,"2023/11/11 10:49:08"
D,ROOFTOP,ACTUAL,2,"2023/11/11 10:30:00",QLDN,517.211,1,MEASUREMENT,"2023/11/11 10:49:08"
D,ROOFTOP,ACTUAL,2,"2023/11/11 10:30:00",QLDS,1784.026,1,MEASUREMENT,"2023/11/11 10:49:08"
D,ROOFTOP,ACTUAL,2,"2023/11/11 10:30:00",SA1,1109.909,1,MEASUREMENT,"2023/11/11 10:49:08"
D,ROOFTOP,ACTUAL,2,"2023/11/11 10:30:00",TAS1,141.564,1,MEASUREMENT,"2023/11/11 10:49:08"
D,ROOFTOP,ACTUAL,2,"2023/11/11 10:30:00",TASN,97.376,1,MEASUREMENT,"2023/11/11 10:49:08"
D,ROOFTOP,ACTUAL,2,"2023/11/11 10:30:00",TASS,44.456,1,MEASUREMENT,"2023/11/11 10:49:08"
D,ROOFTOP,ACTUAL,2,"2023/11/11 10:30:00",VIC1,1266.905,1,MEASUREMENT,"2023/11/11 10:49:08"
C,"END OF REPORT",13
