C,NEMP.WORLD,ROOFTOP_PV_ACTUAL_SATELLITE,AEMO,PUBLIC,2023/10/10,09:00:02,0000000399268818,DEMAND,0000000399268817
I,ROOFTOP,ACTUAL,2,INTERVAL_DATETIME,REGIONID,POWER,QI,TYPE,LASTCHANGED
D,ROOFTOP,ACTUAL,2,"2023/10/10 08:30:00",NSW1,2297.531,0.6,SATELLITE,"2023/10/10 08:50:24"
D,ROOFTOP,ACTUAL,2,"2023/10/10 08:30:00",QLD1,2550.609,0.6,SATELLITE,"2023/10/10 08:50:24"
D,ROOFTOP,ACTUAL,2,"2023/10/10 08:30:00",QLDC,231.609,0.6,SATELLITE,"2023/10/10 08:50:24"
D,ROOFTOP,ACTUAL,2,"2023/10/10 08:30:00",QLDN,325.174,0.6,SATELLITE,"2023/10/10 08:50:24"
D,ROOFTOP,ACTUAL,2,"2023/10/10 08:30:00",QLDS,1993.826,0.6,SATELLITE,"2023/10/10 08:50:24"
D,ROOFTOP,ACTUAL,2,"2023/10/10 08:30:00",SA1,713.451,0.6,SATELLITE,"2023/10/10 08:50:24"
D,ROOFTOP,ACTUAL,2,"2023/10/10 08:30:00",TAS1,101.219,0.6,SATELLITE,"2023/10/10 08:50:24"
D,ROOFTOP,ACTUAL,2,"2023/10/10 08:30:00",TASN,55.486,0.6,SATELLITE,"2023/10/10 08:50:24"
D,ROOFTOP,ACTUAL,2,"2023/10/10 08:30:00",TASS,45.734,0.6,SATELLITE,"2023/10/10 08:50:24"
D,ROOFTOP,ACTUAL,2,"2023/10/10 08:30:00",VIC1,1114.174,0.6,SATELLITE,"2023/10/10 08:50:24"
C,"END OF REPORT",13
