C,NEMP.WORLD,ROOFTOP_PV_ACTUAL_MEASUREMENT,AEMO,PUBLIC,2023/04/01,14:00:03,0000000383979597,DEMAND,0000000383979597
I,ROOFTOP,ACTUAL,2,INTERVAL_DATETIME,REGIONID,POWER,QI,TYPE,LASTCHANGED
D,ROOFTOP,ACTUAL,2,"2023/04/01 13:30:00",NSW1,1870.877,1,MEASUREMENT,"2023/04/01 13:49:17"
D,ROOFTOP,ACTUAL,2,"2023/04/01 13:30:00",QLD1,1552.569,1,MEASUREMENT,"2023/04/01 13:49:17"
D,ROOFTOP,ACTUAL,2,"2023/04/01 13:30:00",QLDC,146.294,1,MEASUREMENT,"2023/04/01 13:49:17"
D,ROOFTOP,ACTUAL,2,"2023/04/01 13:30:00",QLDN,484.486,1,MEASUREMENT,"2023/04/01 13:49:17"
D,ROOFTOP,ACTUAL,2,"2023/04/01 13:30:00",QLDS,921.788,1,MEASUREMENT,"2023/04/01 13:49:17"
D,ROOFTOP,ACTUAL,2,"2023/04/01 13:30:00",SA1,871.52,1,MEASUREMENT,"2023/04/01 13:49:17"
D,ROOFTOP,ACTUAL,2,"2023/04/01 13:30:00",TAS1,149.559,1,MEASUREMENT,"2023/04/01 13:49:17"
D,ROOFTOP,ACTUAL,2,"2023/04/01 13:30:00",TASN,82.611,1,MEASUREMENT,"2023/04/01 13:49:17"
D,ROOFTOP,ACTUAL,2,"2023/04/01 13:30:00",TASS,66.991,1,MEASUREMENT,"2023/04/01 13:49:17"
D,ROOFTOP,ACTUAL,2,"2023/04/01 13:30:00",VIC1,1263.91,1,MEASUREMENT,"2023/04/01 13:49:17"
C,"END OF REPORT",13
