C,NEMP.WORLD,ROOFTOP_PV_ACTUAL_SATELLITE,AEMO,PUBLIC,2023/09/13,13:00:02,0000000397062776,DEMAND,0000000397062775
I,ROOFTOP,ACTUAL,2,INTERVAL_DATETIME,REGIONID,POWER,QI,TYPE,LASTCHANGED
D,ROOFTOP,ACTUAL,2,"2023/09/13 12:30:00",NSW1,3576.792,0.6,SATELLITE,"2023/09/13 12:50:21"
D,ROOFTOP,ACTUAL,2,"2023/09/13 12:30:00",QLD1,2975.657,0.6,SATELLITE,"2023/09/13 12:50:21"
D,ROOFTOP,ACTUAL,2,"2023/09/13 12:30:00",QLDC,277.174,0.6,SATELLITE,"2023/09/13 12:50:21"
D,ROOFTOP,ACTUAL,2,"2023/09/13 12:30:00",QLDN,537.702,0.6,SATELLITE,"2023/09/13 12:50:21"
D,ROOFTOP,ACTUAL,2,"2023/09/13 12:30:00",QLDS,2160.78,0.6,SATELLITE,"2023/09/13 12:50:21"
D,ROOFTOP,ACTUAL,2,"2023/09/13 12:30:00",SA1,1386.077,0.6,SATELLITE,"2023/09/13 12:50:21"
D,ROOFTOP,ACTUAL,2,"2023/09/13 12:30:00",TAS1,97.58,0.6,SATELLITE,"2023/09/13 12:50:21"
D,ROOFTOP,ACTUAL,2,"2023/09/13 12:30:00",TASN,70.947,0.6,SATELLITE,"2023/09/13 12:50:21"
D,ROOFTOP,ACTUAL,2,"2023/09/13 12:30:00",TASS,26.633,0.6,SATELLITE,"2023/09/13 12:50:21"
D,ROOFTOP,ACTUAL,2,"2023/09/13 12:30:00",VIC1,2322.793,0.6,SATELLITE,"2023/09/13 12:50:21"
C,"END OF REPORT",13
