C,NEMP.WORLD,ROOFTOP_PV_ACTUAL_SATELLITE,AEMO,PUBLIC,2023/04/22,09:30:03,0000000385475333,DEMAND,0000000385475332
I,ROOFTOP,ACTUAL,2,INTERVAL_DATETIME,REGIONID,POWER,QI,TYPE,LASTCHANGED
D,ROOFTOP,ACTUAL,2,"2023/04/22 09:00:00",NSW1,1294.409,0.6,SATELLITE,"2023/04/22 09:20:26"
D,ROOFTOP,ACTUAL,2,"2023/04/22 09:00:00",QLD1,1741.386,0.6,SATELLITE,"2023/04/22 09:20:26"
D,ROOFTOP,ACTUAL,2,"2023/04/22 09:00:00",QLDC,188.55,0.6,SATELLITE,"2023/04/22 09:20:26"
D,ROOFTOP,ACTUAL,2,"2023/04/22 09:00:00",QLDN,227.881,0.6,SATELLITE,"2023/04/22 09:20:26"
D,ROOFTOP,ACTUAL,2,"2023/04/22 09:00:00",QLDS,1324.956,0.6,SATELLITE,"2023/04/22 09:20:26"
D,ROOFTOP,ACTUAL,2,"2023/04/22 09:00:00",SA1,429.692,0.6,SATELLITE,"2023/04/22 09:20:26"
D,ROOFTOP,ACTUAL,2,"2023/04/22 09:00:00",TAS1,39.981,0.6,SATELLITE,"2023/04/22 09:20:26"
D,ROOFTOP,ACTUAL,2,"2023/04/22 09:00:00",TASN,30.265,0.6,SATELLITE,"2023/04/22 09:20:26"
D,ROOFTOP,ACTUAL,2,"2023/04/22 09:00:00",TASS,9.716,0.6,SATELLITE,"2023/04/22 09:20:26"
D,ROOFTOP,ACTUAL,2,"2023/04/22 09:00:00",VIC1,522.593,0.6,SATELLITE,"2023/04/22 09:20:26"
C,"END OF REPORT",13
