C,NEMP.WORLD,ROOFTOP_PV_ACTUAL_MEASUREMENT,AEMO,PUBLIC,2024/01/25,09:30:02,0000000409330056,DEMAND,0000000409330056
I,ROOFTOP,ACTUAL,2,INTERVAL_DATETIME,REGIONID,POWER,QI,TYPE,LASTCHANGED
D,ROOFTOP,ACTUAL,2,"2024/01/25 09:00:00",NSW1,1753.495,1,MEASUREMENT,"2024/01/25 09:19:15"
D,ROOFTOP,ACTUAL,2,"2024/01/25 09:00:00",QLD1,2509.582,1,MEASUREMENT,"2024/01/25 09:19:15"
D,ROOFTOP,ACTUAL,2,"2024/01/25 09:00:00",QLDC,218.088,1,MEASUREMENT,"2024/01/25 09:19:15"
D,ROOFTOP,ACTUAL,2,"2024/01/25 09:00:00",QLDN,136.048,1,MEASUREMENT,"2024/01/25 09:19:15"
D,ROOFTOP,ACTUAL,2,"2024/01/25 09:00:00",QLDS,2155.446,1,MEASUREMENT,"2024/01/25 09:19:15"
D,ROOFTOP,ACTUAL,2,"2024/01/25 09:00:00",SA1,439.268,1,MEASUREMENT,"2024/01/25 09:19:15"
D,ROOFTOP,ACTUAL,2,"2024/01/25 09:00:00",TAS1,139.62,1,MEASUREMENT,"2024/01/25 09:19:15"
D,ROOFTOP,ACTUAL,2,"2024/01/25 09:00:00",TASN,80.531,1,MEASUREMENT,"2024/01/25 09:19:15"
D,ROOFTOP,ACTUAL,2,"2024/01/25 09:00:00",TASS,59.189,1,MEASUREMENT,"2024/01/25 09:19:15"
D,ROOFTOP,ACTUAL,2,"2024/01/25 09:00:00",VIC1,909.124,1,MEASUREMENT,"2024/01/25 09:19:15"
C,"END OF REPORT",13
