C,NEMP.WORLD,ROOFTOP_PV_ACTUAL_SATELLITE,AEMO,PUBLIC,2023/04/01,18:30:03,0000000383992821,DEMAND,0000000383992820
I,ROOFTOP,ACTUAL,2,INTERVAL_DATETIME,REGIONID,POWER,QI,TYPE,LASTCHANGED
D,ROOFTOP,ACTUAL,2,"2023/04/01 18:00:00",NSW1,27.233,0.6,SATELLITE,"2023/04/01 18:20:25"
D,ROOFTOP,ACTUAL,2,"2023/04/01 18:00:00",QLD1,26.632,0.6,SATELLITE,"2023/04/01 18:20:25"
D,ROOFTOP,ACTUAL,2,"2023/04/01 18:00:00",QLDC,1.504,0.6,SATELLITE,"2023/04/01 18:20:25"
D,ROOFTOP,ACTUAL,2,"2023/04/01 18:00:00",QLDN,20.765,0.6,SATELLITE,"2023/04/01 18:20:25"
D,ROOFTOP,ACTUAL,2,"2023/04/01 18:00:00",QLDS,4.363,0.6,SATELLITE,"2023/04/01 18:20:25"
D,ROOFTOP,ACTUAL,2,"2023/04/01 18:00:00",SA1,149.839,0.6,SATELLITE,"2023/04/01 18:20:25"
D,ROOFTOP,ACTUAL,2,"2023/04/01 18:00:00",TAS1,1.941,0.6,SATELLITE,"2023/04/01 18:20:25"
D,ROOFTOP,ACTUAL,2,"2023/04/01 18:00:00",TASN,1.528,0.6,SATELLITE,"2023/04/01 18:20:25"
D,ROOFTOP,ACTUAL,2,"2023/04/01 18:00:00",TASS,0.414,0.6,SATELLITE,"2023/04/01 18:20:25"
D,ROOFTOP,ACTUAL,2,"2023/04/01 18:00:00",VIC1,84.801,0.6,SATELLITE,"2023/04/01 18:20:25"
C,"END OF REPORT",13
