C,NEMP.WORLD,ROOFTOP_PV_ACTUAL_SATELLITE,AEMO,PUBLIC,2024/01/28,10:00:02,0000000409591217,DEMAND,0000000409591216
I,ROOFTOP,ACTUAL,2,INTERVAL_DATETIME,REGIONID,POWER,QI,TYPE,LASTCHANGED
D,ROOFTOP,ACTUAL,2,"2024/01/28 09:30:00",NSW1,3150.178,0.6,SATELLITE,"2024/01/28 09:50:25"
D,ROOFTOP,ACTUAL,2,"2024/01/28 09:30:00",QLD1,916.315,0.6,SATELLITE,"2024/01/28 09:50:25"
D,ROOFTOP,ACTUAL,2,"2024/01/28 09:30:00",QLDC,142.881,0.6,SATELLITE,"2024/01/28 09:50:25"
D,ROOFTOP,ACTUAL,2,"2024/01/28 09:30:00",QLDN,451.975,0.6,SATELLITE,"2024/01/28 09:50:25"
D,ROOFTOP,ACTUAL,2,"2024/01/28 09:30:00",QLDS,321.459,0.6,SATELLITE,"2024/01/28 09:50:25"
D,ROOFTOP,ACTUAL,2,"2024/01/28 09:30:00",SA1,1121.384,0.6,SATELLITE,"2024/01/28 09:50:25"
D,ROOFTOP,ACTUAL,2,"2024/01/28 09:30:00",TAS1,147.608,0.6,SATELLITE,"2024/01/28 09:50:25"
D,ROOFTOP,ACTUAL,2,"2024/01/28 09:30:00",TASN,84.715,0.6,SATELLITE,"2024/01/28 09:50:25"
D,ROOFTOP,ACTUAL,2,"2024/01/28 09:30:00",TASS,62.893,0.6,SATELLITE,"2024/01/28 09:50:25"
D,ROOFTOP,ACTUAL,2,"2024/01/28 09:30:00",VIC1,1942.542,0.6,SATELLITE,"2024/01/28 09:50:25"
C,"END OF REPORT",13
