C,NEMP.WORLD,ROOFTOP_PV_ACTUAL_MEASUREMENT,AEMO,PUBLIC,2024/01/26,07:30:02,0000000409411960,DEMAND,0000000409411960
I,ROOFTOP,ACTUAL,2,INTERVAL_DATETIME,REGIONID,POWER,QI,TYPE,LASTCHANGED
D,ROOFTOP,ACTUAL,2,"2024/01/26 07:00:00",NSW1,739.023,1,MEASUREMENT,"2024/01/26 07:19:13"
D,ROOFTOP,ACTUAL,2,"2024/01/26 07:00:00",QLD1,644.94,1,MEASUREMENT,"2024/01/26 07:19:13"
D,ROOFTOP,ACTUAL,2,"2024/01/26 07:00:00",QLDC,43.196,1,MEASUREMENT,"2024/01/26 07:19:13"
D,ROOFTOP,ACTUAL,2,"2024/01/26 07:00:00",QLDN,29.609,0.7,MEASUREMENT,"2024/01/26 07:19:13"
D,ROOFTOP,ACTUAL,2,"2024/01/26 07:00:00",QLDS,572.135,1,MEASUREMENT,"2024/01/26 07:19:13"
D,ROOFTOP,ACTUAL,2,"2024/01/26 07:00:00",SA1,79.401,1,MEASUREMENT,"2024/01/26 07:19:13"
D,ROOFTOP,ACTUAL,2,"2024/01/26 07:00:00",TAS1,37.537,1,MEASUREMENT,"2024/01/26 07:19:13"
D,ROOFTOP,ACTUAL,2,"2024/01/26 07:00:00",TASN,20.629,1,MEASUREMENT,"2024/01/26 07:19:13"
D,ROOFTOP,ACTUAL,2,"2024/01/26 07:00:00",TASS,16.922,1,MEASUREMENT,"2024/01/26 07:19:13"
D,ROOFTOP,ACTUAL,2,"2024/01/26 07:00:00",VIC1,388.981,1,MEASUREMENT,"2024/01/26 07:19:13"
C,"END OF REPORT",13
