C,NEMP.WORLD,ROOFTOP_PV_ACTUAL_MEASUREMENT,AEMO,PUBLIC,2023/10/19,09:00:02,0000000400019870,DEMAND,0000000400019870
I,ROOFTOP,ACTUAL,2,INTERVAL_DATETIME,REGIONID,POWER,QI,TYPE,LASTCHANGED
D,ROOFTOP,ACTUAL,2,"2023/10/19 08:30:00",NSW1,1977.67,1,MEASUREMENT,"2023/10/19 08:49:08"
D,ROOFTOP,ACTUAL,2,"2023/10/19 08:30:00",QLD1,2291.08,1,MEASUREMENT,"2023/10/19 08:49:08"
D,ROOFTOP,ACTUAL,2,"2023/10/19 08:30:00",QLDC,203.998,0.7,MEASUREMENT,"2023/10/19 08:49:08"
D,ROOFTOP,ACTUAL,2,"2023/10/19 08:30:00",QLDN,258.589,1,MEASUREMENT,"2023/10/19 08:49:08"
D,ROOFTOP,ACTUAL,2,"2023/10/19 08:30:00",QLDS,1828.492,1,MEASUREMENT,"2023/10/19 08:49:08"
D,ROOFTOP,ACTUAL,2,"2023/10/19 08:30:00",SA1,711.454,1,MEASUREMENT,"2023/10/19 08:49:08"
D,ROOFTOP,ACTUAL,2,"2023/10/19 08:30:00",TAS1,118.323,1,MEASUREMENT,"2023/10/19 08:49:08"
D,ROOFTOP,ACTUAL,2,"2023/10/19 08:30:00",TASN,59.861,1,MEASUREMENT,"2023/10/19 08:49:08"
D,ROOFTOP,ACTUAL,2,"2023/10/19 08:30:00",TASS,58.437,1,MEASUREMENT,"2023/10/19 08:49:08"
D,ROOFTOP,ACTUAL,2,"2023/10/19 08:30:00",VIC1,1615.654,1,MEASUREMENT,"2023/10/19 08:49:08"
C,"END OF REPORT",13
