C,NEMP.WORLD,ROOFTOP_PV_ACTUAL_SATELLITE,AEMO,PUBLIC,2023/09/28,17:00:01,0000000398320418,DEMAND,0000000398320417
I,ROOFTOP,ACTUAL,2,INTERVAL_DATETIME,REGIONID,POWER,QI,TYPE,LASTCHANGED
D,ROOFTOP,ACTUAL,2,"2023/09/28 16:30:00",NSW1,1193.591,0.6,SATELLITE,"2023/09/28 16:50:26"
D,ROOFTOP,ACTUAL,2,"2023/09/28 16:30:00",QLD1,504.823,0.6,SATELLITE,"2023/09/28 16:50:26"
D,ROOFTOP,ACTUAL,2,"2023/09/28 16:30:00",QLDC,95.869,0.6,SATELLITE,"2023/09/28 16:50:26"
D,ROOFTOP,ACTUAL,2,"2023/09/28 16:30:00",QLDN,233.774,0.6,SATELLITE,"2023/09/28 16:50:26"
D,ROOFTOP,ACTUAL,2,"2023/09/28 16:30:00",QLDS,175.18,0.6,SATELLITE,"2023/09/28 16:50:26"
D,ROOFTOP,ACTUAL,2,"2023/09/28 16:30:00",SA1,757.278,0.6,SATELLITE,"2023/09/28 16:50:26"
D,ROOFTOP,ACTUAL,2,"2023/09/28 16:30:00",TAS1,56.546,0.6,SATELLITE,"2023/09/28 16:50:26"
D,ROOFTOP,ACTUAL,2,"2023/09/28 16:30:00",TASN,32.966,0.6,SATELLITE,"2023/09/28 16:50:26"
D,ROOFTOP,ACTUAL,2,"2023/09/28 16:30:00",TASS,23.58,0.6,SATELLITE,"2023/09/28 16:50:26"
D,ROOFTOP,ACTUAL,2,"2023/09/28 16:30:00",VIC1,1068.197,0.6,SATELLITE,"2023/09/28 16:50:26"
C,"END OF REPORT",13
