C,NEMP.WORLD,ROOFTOP_PV_ACTUAL_SATELLITE,AEMO,PUBLIC,2023/04/20,13:00:03,0000000385333128,DEMAND,0000000385333127
I,ROOFTOP,ACTUAL,2,INTERVAL_DATETIME,REGIONID,POWER,QI,TYPE,LASTCHANGED
D,ROOFTOP,ACTUAL,2,"2023/04/20 12:30:00",NSW1,1262.257,0.6,SATELLITE,"2023/04/20 12:50:27"
D,ROOFTOP,ACTUAL,2,"2023/04/20 12:30:00",QLD1,2616.843,0.6,SATELLITE,"2023/04/20 12:50:27"
D,ROOFTOP,ACTUAL,2,"2023/04/20 12:30:00",QLDC,293.6,0.6,SATELLITE,"2023/04/20 12:50:28"
D,ROOFTOP,ACTUAL,2,"2023/04/20 12:30:00",QLDN,512.779,0.6,SATELLITE,"2023/04/20 12:50:28"
D,ROOFTOP,ACTUAL,2,"2023/04/20 12:30:00",QLDS,1810.464,0.6,SATELLITE,"2023/04/20 12:50:28"
D,ROOFTOP,ACTUAL,2,"2023/04/20 12:30:00",SA1,559.545,0.6,SATELLITE,"2023/04/20 12:50:28"
D,ROOFTOP,ACTUAL,2,"2023/04/20 12:30:00",TAS1,67.565,0.6,SATELLITE,"2023/04/20 12:50:28"
D,ROOFTOP,ACTUAL,2,"2023/04/20 12:30:00",TASN,37.444,0.6,SATELLITE,"2023/04/20 12:50:28"
D,ROOFTOP,ACTUAL,2,"2023/04/20 12:30:00",TASS,30.121,0.6,SATELLITE,"2023/04/20 12:50:28"
D,ROOFTOP,ACTUAL,2,"2023/04/20 12:30:00",VIC1,1596.021,0.6,SATELLITE,"2023/04/20 12:50:28"
C,"END OF REPORT",13
