C,NEMP.WORLD,ROOFTOP_PV_ACTUAL_SATELLITE,AEMO,PUBLIC,2023/09/08,13:30:01,0000000396651555,DEMAND,0000000396651554
I,ROOFTOP,ACTUAL,2,INTERVAL_DATETIME,REGIONID,POWER,QI,TYPE,LASTCHANGED
D,ROOFTOP,ACTUAL,2,"2023/09/08 13:00:00",NSW1,1675.541,0.6,SATELLITE,"2023/09/08 13:20:21"
D,ROOFTOP,ACTUAL,2,"2023/09/08 13:00:00",QLD1,2742.516,0.6,SATELLITE,"2023/09/08 13:20:21"
D,ROOFTOP,ACTUAL,2,"2023/09/08 13:00:00",QLDC,293.117,0.6,SATELLITE,"2023/09/08 13:20:21"
D,ROOFTOP,ACTUAL,2,"2023/09/08 13:00:00",QLDN,229.06,0.6,SATELLITE,"2023/09/08 13:20:21"
D,ROOFTOP,ACTUAL,2,"2023/09/08 13:00:00",QLDS,2220.339,0.6,SATELLITE,"2023/09/08 13:20:21"
D,ROOFTOP,ACTUAL,2,"2023/09/08 13:00:00",SA1,971.951,0.6,SATELLITE,"2023/09/08 13:20:21"
D,ROOFTOP,ACTUAL,2,"2023/09/08 13:00:00",TAS1,70.266,0.6,SATELLITE,"2023/09/08 13:20:21"
D,ROOFTOP,ACTUAL,2,"2023/09/08 13:00:00",TASN,33.368,0.6,SATELLITE,"2023/09/08 13:20:21"
D,ROOFTOP,ACTUAL,2,"2023/09/08 13:00:00",TASS,36.899,0.6,SATELLITE,"2023/09/08 13:20:21"
D,ROOFTOP,ACTUAL,2,"2023/09/08 13:00:00",VIC1,742.888,0.6,SATELLITE,"2023/09/08 13:20:21"
C,"END OF REPORT",13
