C,NEMP.WORLD,ROOFTOP_PV_ACTUAL_MEASUREMENT,AEMO,PUBLIC,2024/02/06,10:30:01,0000000410374928,DEMAND,0000000410374928
I,ROOFTOP,ACTUAL,2,INTERVAL_DATETIME,REGIONID,POWER,QI,TYPE,LASTCHANGED
D,ROOFTOP,ACTUAL,2,"2024/02/06 10:00:00",NSW1,2005.29,1,MEASUREMENT,"2024/02/06 10:19:43"
D,ROOFTOP,ACTUAL,2,"2024/02/06 10:00:00",QLD1,3126.014,1,MEASUREMENT,"2024/02/06 10:19:43"
D,ROOFTOP,ACTUAL,2,"2024/02/06 10:00:00",QLDC,288.025,1,MEASUREMENT,"2024/02/06 10:19:43"
D,ROOFTOP,ACTUAL,2,"2024/02/06 10:00:00",QLDN,453.376,1,MEASUREMENT,"2024/02/06 10:19:43"
D,ROOFTOP,ACTUAL,2,"2024/02/06 10:00:00",QLDS,2384.612,1,MEASUREMENT,"2024/02/06 10:19:43"
D,ROOFTOP,ACTUAL,2,"2024/02/06 10:00:00",SA1,1106.557,1,MEASUREMENT,"2024/02/06 10:19:43"
D,ROOFTOP,ACTUAL,2,"2024/02/06 10:00:00",TAS1,158.857,1,MEASUREMENT,"2024/02/06 10:19:43"
D,ROOFTOP,ACTUAL,2,"2024/02/06 10:00:00",TASN,95.582,1,MEASUREMENT,"2024/02/06 10:19:43"
D,ROOFTOP,ACTUAL,2,"2024/02/06 10:00:00",TASS,63.441,1,MEASUREMENT,"2024/02/06 10:19:43"
D,ROOFTOP,ACTUAL,2,"2024/02/06 10:00:00",VIC1,2229.966,1,MEASUREMENT,"2024/02/06 10:19:43"
C,"END OF REPORT",13
