C,NEMP.WORLD,ROOFTOP_PV_ACTUAL_SATELLITE,AEMO,PUBLIC,2023/09/01,07:30:02,0000000396042089,DEMAND,0000000396042088
I,ROOFTOP,ACTUAL,2,INTERVAL_DATETIME,REGIONID,POWER,QI,TYPE,LASTCHANGED
D,ROOFTOP,ACTUAL,2,"2023/09/01 07:00:00",NSW1,300.612,0.6,SATELLITE,"2023/09/01 07:20:25"
D,ROOFTOP,ACTUAL,2,"2023/09/01 07:00:00",QLD1,470.981,0.6,SATELLITE,"2023/09/01 07:20:25"
D,ROOFTOP,ACTUAL,2,"2023/09/01 07:00:00",QLDC,45.833,0.6,SATELLITE,"2023/09/01 07:20:25"
D,ROOFTOP,ACTUAL,2,"2023/09/01 07:00:00",QLDN,43.649,0.6,SATELLITE,"2023/09/01 07:20:25"
D,ROOFTOP,ACTUAL,2,"2023/09/01 07:00:00",QLDS,381.498,0.6,SATELLITE,"2023/09/01 07:20:25"
D,ROOFTOP,ACTUAL,2,"2023/09/01 07:00:00",SA1,0.704,0.6,SATELLITE,"2023/09/01 07:20:25"
D,ROOFTOP,ACTUAL,2,"2023/09/01 07:00:00",TAS1,4.349,0.6,SATELLITE,"2023/09/01 07:20:25"
D,ROOFTOP,ACTUAL,2,"2023/09/01 07:00:00",TASN,2.554,0.6,SATELLITE,"2023/09/01 07:20:25"
D,ROOFTOP,ACTUAL,2,"2023/09/01 07:00:00",TASS,1.795,0.6,SATELLITE,"2023/09/01 07:20:25"
D,ROOFTOP,ACTUAL,2,"2023/09/01 07:00:00",VIC1,53.738,0.6,SATELLITE,"2023/09/01 07:20:25"
C,"END OF REPORT",13
