C,NEMP.WORLD,ROOFTOP_PV_ACTUAL_MEASUREMENT,AEMO,PUBLIC,2023/09/18,11:00:02,0000000397479548,DEMAND,0000000397479548
I,ROOFTOP,ACTUAL,2,INTERVAL_DATETIME,REGIONID,POWER,QI,TYPE,LASTCHANGED
D,ROOFTOP,ACTUAL,2,"2023/09/18 10:30:00",NSW1,3402.181,0.7,MEASUREMENT,"2023/09/18 10:49:11"
D,ROOFTOP,ACTUAL,2,"2023/09/18 10:30:00",QLD1,3214.476,1,MEASUREMENT,"2023/09/18 10:49:11"
D,ROOFTOP,ACTUAL,2,"2023/09/18 10:30:00",QLDC,299.882,1,MEASUREMENT,"2023/09/18 10:49:11"
D,ROOFTOP,ACTUAL,2,"2023/09/18 10:30:00",QLDN,428.801,1,MEASUREMENT,"2023/09/18 10:49:11"
D,ROOFTOP,ACTUAL,2,"2023/09/18 10:30:00",QLDS,2485.793,1,MEASUREMENT,"2023/09/18 10:49:11"
D,ROOFTOP,ACTUAL,2,"2023/09/18 10:30:00",SA1,781.129,0.7,MEASUREMENT,"2023/09/18 10:49:11"
D,ROOFTOP,ACTUAL,2,"2023/09/18 10:30:00",TAS1,147.531,1,MEASUREMENT,"2023/09/18 10:49:11"
D,ROOFTOP,ACTUAL,2,"2023/09/18 10:30:00",TASN,74.061,1,MEASUREMENT,"2023/09/18 10:49:11"
D,ROOFTOP,ACTUAL,2,"2023/09/18 10:30:00",TASS,73.43,1,MEASUREMENT,"2023/09/18 10:49:11"
D,ROOFTOP,ACTUAL,2,"2023/09/18 10:30:00",VIC1,1106.491,1,MEASUREMENT,"2023/09/18 10:49:11"
C,"END OF REPORT",13
