C,NEMP.WORLD,ROOFTOP_PV_ACTUAL_MEASUREMENT,AEMO,PUBLIC,2023/03/22,10:30:02,0000000383284198,DEMAND,0000000383284198
I,ROOFTOP,ACTUAL,2,INTERVAL_DATETIME,REGIONID,POWER,QI,TYPE,LASTCHANGED
D,ROOFTOP,ACTUAL,2,"2023/03/22 10:00:00",NSW1,1631.873,1,MEASUREMENT,"2023/03/22 10:19:59"
D,ROOFTOP,ACTUAL,2,"2023/03/22 10:00:00",QLD1,1664.727,1,MEASUREMENT,"2023/03/22 10:19:59"
D,ROOFTOP,ACTUAL,2,"2023/03/22 10:00:00",QLDC,176.897,1,MEASUREMENT,"2023/03/22 10:19:59"
D,ROOFTOP,ACTUAL,2,"2023/03/22 10:00:00",QLDN,351,1,MEASUREMENT,"2023/03/22 10:19:59"
D,ROOFTOP,ACTUAL,2,"2023/03/22 10:00:00",QLDS,1136.831,1,MEASUREMENT,"2023/03/22 10:19:59"
D,ROOFTOP,ACTUAL,2,"2023/03/22 10:00:00",SA1,806.235,1,MEASUREMENT,"2023/03/22 10:19:59"
D,ROOFTOP,ACTUAL,2,"2023/03/22 10:00:00",TAS1,75.752,1,MEASUREMENT,"2023/03/22 10:19:59"
D,ROOFTOP,ACTUAL,2,"2023/03/22 10:00:00",TASN,38.119,1,MEASUREMENT,"2023/03/22 10:19:59"
D,ROOFTOP,ACTUAL,2,"2023/03/22 10:00:00",TASS,37.614,1,MEASUREMENT,"2023/03/22 10:19:59"
D,ROOFTOP,ACTUAL,2,"2023/03/22 10:00:00",VIC1,1498.825,1,MEASUREMENT,"2023/03/22 10:19:59"
C,"END OF REPORT",13
