C,NEMP.WORLD,ROOFTOP_PV_ACTUAL_SATELLITE,AEMO,PUBLIC,2024/01/25,08:00:02,0000000409324443,DEMAND,0000000409324442
I,ROOFTOP,ACTUAL,2,INTERVAL_DATETIME,REGIONID,POWER,QI,TYPE,LASTCHANGED
D,ROOFTOP,ACTUAL,2,"2024/01/25 07:30:00",NSW1,949.581,0.6,SATELLITE,"2024/01/25 07:50:21"
D,ROOFTOP,ACTUAL,2,"2024/01/25 07:30:00",QLD1,1504.92,0.6,SATELLITE,"2024/01/25 07:50:21"
D,ROOFTOP,ACTUAL,2,"2024/01/25 07:30:00",QLDC,128.288,0.6,SATELLITE,"2024/01/25 07:50:21"
D,ROOFTOP,ACTUAL,2,"2024/01/25 07:30:00",QLDN,70.079,0.6,SATELLITE,"2024/01/25 07:50:21"
D,ROOFTOP,ACTUAL,2,"2024/01/25 07:30:00",QLDS,1306.553,0.6,SATELLITE,"2024/01/25 07:50:21"
D,ROOFTOP,ACTUAL,2,"2024/01/25 07:30:00",SA1,186.102,0.6,SATELLITE,"2024/01/25 07:50:21"
D,ROOFTOP,ACTUAL,2,"2024/01/25 07:30:00",TAS1,77.836,0.6,SATELLITE,"2024/01/25 07:50:21"
D,ROOFTOP,ACTUAL,2,"2024/01/25 07:30:00",TASN,45.539,0.6,SATELLITE,"2024/01/25 07:50:21"
D,ROOFTOP,ACTUAL,2,"2024/01/25 07:30:00",TASS,32.297,0.6,SATELLITE,"2024/01/25 07:50:21"
D,ROOFTOP,ACTUAL,2,"2024/01/25 07:30:00",VIC1,400.898,0.6,SATELLITE,"2024/01/25 07:50:21"
C,"END OF REPORT",13
