C,NEMP.WORLD,ROOFTOP_PV_ACTUAL_MEASUREMENT,AEMO,PUBLIC,2023/09/17,16:30:02,0000000397417745,DEMAND,0000000397417745
I,ROOFTOP,ACTUAL,2,INTERVAL_DATETIME,REGIONID,POWER,QI,TYPE,LASTCHANGED
D,ROOFTOP,ACTUAL,2,"2023/09/17 16:00:00",NSW1,1637.259,0.7,MEASUREMENT,"2023/09/17 16:19:14"
D,ROOFTOP,ACTUAL,2,"2023/09/17 16:00:00",QLD1,1566.66,1,MEASUREMENT,"2023/09/17 16:19:14"
D,ROOFTOP,ACTUAL,2,"2023/09/17 16:00:00",QLDC,151.235,1,MEASUREMENT,"2023/09/17 16:19:14"
D,ROOFTOP,ACTUAL,2,"2023/09/17 16:00:00",QLDN,297.031,1,MEASUREMENT,"2023/09/17 16:19:15"
D,ROOFTOP,ACTUAL,2,"2023/09/17 16:00:00",QLDS,1118.394,1,MEASUREMENT,"2023/09/17 16:19:15"
D,ROOFTOP,ACTUAL,2,"2023/09/17 16:00:00",SA1,703.065,0.7,MEASUREMENT,"2023/09/17 16:19:15"
D,ROOFTOP,ACTUAL,2,"2023/09/17 16:00:00",TAS1,82.24,1,MEASUREMENT,"2023/09/17 16:19:15"
D,ROOFTOP,ACTUAL,2,"2023/09/17 16:00:00",TASN,42.622,1,MEASUREMENT,"2023/09/17 16:19:15"
D,ROOFTOP,ACTUAL,2,"2023/09/17 16:00:00",TASS,39.611,1,MEASUREMENT,"2023/09/17 16:19:15"
D,ROOFTOP,ACTUAL,2,"2023/09/17 16:00:00",VIC1,1187.559,1,MEASUREMENT,"2023/09/17 16:19:15"
C,"END OF REPORT",13
