C,NEMP.WORLD,ROOFTOP_PV_ACTUAL_MEASUREMENT,AEMO,PUBLIC,2023/09/02,14:00:02,0000000396152319,DEMAND,0000000396152319
I,ROOFTOP,ACTUAL,2,INTERVAL_DATETIME,REGIONID,POWER,QI,TYPE,LASTCHANGED
D,ROOFTOP,ACTUAL,2,"2023/09/02 13:30:00",NSW1,2975.634,0.7,MEASUREMENT,"2023/09/02 13:49:12"
D,ROOFTOP,ACTUAL,2,"2023/09/02 13:30:00",QLD1,2901.171,1,MEASUREMENT,"2023/09/02 13:49:12"
D,ROOFTOP,ACTUAL,2,"2023/09/02 13:30:00",QLDC,286.942,1,MEASUREMENT,"2023/09/02 13:49:12"
D,ROOFTOP,ACTUAL,2,"2023/09/02 13:30:00",QLDN,562.304,1,MEASUREMENT,"2023/09/02 13:49:12"
D,ROOFTOP,ACTUAL,2,"2023/09/02 13:30:00",QLDS,2051.925,1,MEASUREMENT,"2023/09/02 13:49:12"
D,ROOFTOP,ACTUAL,2,"2023/09/02 13:30:00",SA1,1287.747,0.7,MEASUREMENT,"2023/09/02 13:49:12"
D,ROOFTOP,ACTUAL,2,"2023/09/02 13:30:00",TAS1,130.612,1,MEASUREMENT,"2023/09/02 13:49:12"
D,ROOFTOP,ACTUAL,2,"2023/09/02 13:30:00",TASN,56.889,1,MEASUREMENT,"2023/09/02 13:49:12"
D,ROOFTOP,ACTUAL,2,"2023/09/02 13:30:00",TASS,73.588,1,MEASUREMENT,"2023/09/02 13:49:12"
D,ROOFTOP,ACTUAL,2,"2023/09/02 13:30:00",VIC1,2234.917,1,MEASUREMENT,"2023/09/02 13:49:12"
C,"END OF REPORT",13
