C,NEMP.WORLD,ROOFTOP_PV_ACTUAL_SATELLITE,AEMO,PUBLIC,2023/10/05,11:30:01,0000000398882195,DEMAND,0000000398882194
I,ROOFTOP,ACTUAL,2,INTERVAL_DATETIME,REGIONID,POWER,QI,TYPE,LASTCHANGED
D,ROOFTOP,ACTUAL,2,"2023/10/05 11:00:00",NSW1,3761.431,0.6,SATELLITE,"2023/10/05 11:20:21"
D,ROOFTOP,ACTUAL,2,"2023/10/05 11:00:00",QLD1,2906.853,0.6,SATELLITE,"2023/10/05 11:20:21"
D,ROOFTOP,ACTUAL,2,"2023/10/05 11:00:00",QLDC,197.531,0.6,SATELLITE,"2023/10/05 11:20:21"
D,ROOFTOP,ACTUAL,2,"2023/10/05 11:00:00",QLDN,582.12,0.6,SATELLITE,"2023/10/05 11:20:21"
D,ROOFTOP,ACTUAL,2,"2023/10/05 11:00:00",QLDS,2127.201,0.6,SATELLITE,"2023/10/05 11:20:21"
D,ROOFTOP,ACTUAL,2,"2023/10/05 11:00:00",SA1,519.546,0.6,SATELLITE,"2023/10/05 11:20:21"
D,ROOFTOP,ACTUAL,2,"2023/10/05 11:00:00",TAS1,138.736,0.6,SATELLITE,"2023/10/05 11:20:21"
D,ROOFTOP,ACTUAL,2,"2023/10/05 11:00:00",TASN,79.878,0.6,SATELLITE,"2023/10/05 11:20:21"
D,ROOFTOP,ACTUAL,2,"2023/10/05 11:00:00",TASS,58.858,0.6,SATELLITE,"2023/10/05 11:20:21"
D,ROOFTOP,ACTUAL,2,"2023/10/05 11:00:00",VIC1,1257.545,0.6,SATELLITE,"2023/10/05 11:20:21"
C,"END OF REPORT",13
