C,NEMP.WORLD,ROOFTOP_PV_ACTUAL_MEASUREMENT,AEMO,PUBLIC,2023/04/24,15:00:03,0000000385639746,DEMAND,0000000385639746
I,ROOFTOP,ACTUAL,2,INTERVAL_DATETIME,REGIONID,POWER,QI,TYPE,LASTCHANGED
D,ROOFTOP,ACTUAL,2,"2023/04/24 14:30:00",NSW1,1575.859,1,MEASUREMENT,"2023/04/24 14:49:22"
D,ROOFTOP,ACTUAL,2,"2023/04/24 14:30:00",QLD1,1816.887,1,MEASUREMENT,"2023/04/24 14:49:22"
D,ROOFTOP,ACTUAL,2,"2023/04/24 14:30:00",QLDC,196.997,1,MEASUREMENT,"2023/04/24 14:49:22"
D,ROOFTOP,ACTUAL,2,"2023/04/24 14:30:00",QLDN,249.228,1,MEASUREMENT,"2023/04/24 14:49:22"
D,ROOFTOP,ACTUAL,2,"2023/04/24 14:30:00",QLDS,1370.662,1,MEASUREMENT,"2023/04/24 14:49:22"
D,ROOFTOP,ACTUAL,2,"2023/04/24 14:30:00",SA1,1055.622,1,MEASUREMENT,"2023/04/24 14:49:22"
D,ROOFTOP,ACTUAL,2,"2023/04/24 14:30:00",TAS1,90.369,1,MEASUREMENT,"2023/04/24 14:49:22"
D,ROOFTOP,ACTUAL,2,"2023/04/24 14:30:00",TASN,38.04,1,MEASUREMENT,"2023/04/24 14:49:22"
D,ROOFTOP,ACTUAL,2,"2023/04/24 14:30:00",TASS,52.225,1,MEASUREMENT,"2023/04/24 14:49:22"
D,ROOFTOP,ACTUAL,2,"2023/04/24 14:30:00",VIC1,1668.291,1,MEASUREMENT,"2023/04/24 14:49:22"
C,"END OF REPORT",13
