C,NEMP.WORLD,ROOFTOP_PV_ACTUAL_MEASUREMENT,AEMO,PUBLIC,2024/03/16,18:30:03,0000000413885019,DEMAND,0000000413885019
I,ROOFTOP,ACTUAL,2,INTERVAL_DATETIME,REGIONID,POWER,QI,TYPE,LASTCHANGED
D,ROOFTOP,ACTUAL,2,"2024/03/16 18:00:00",NSW1,79.619,1,MEASUREMENT,"2024/03/16 18:19:14"
D,ROOFTOP,ACTUAL,2,"2024/03/16 18:00:00",QLD1,78.034,1,MEASUREMENT,"2024/03/16 18:19:14"
D,ROOFTOP,ACTUAL,2,"2024/03/16 18:00:00",QLDC,10.928,1,MEASUREMENT,"2024/03/16 18:19:14"
D,ROOFTOP,ACTUAL,2,"2024/03/16 18:00:00",QLDN,31.494,1,MEASUREMENT,"2024/03/16 18:19:14"
D,ROOFTOP,ACTUAL,2,"2024/03/16 18:00:00",QLDS,35.612,1,MEASUREMENT,"2024/03/16 18:19:14"
D,ROOFTOP,ACTUAL,2,"2024/03/16 18:00:00",SA1,247.075,1,MEASUREMENT,"2024/03/16 18:19:14"
D,ROOFTOP,ACTUAL,2,"2024/03/16 18:00:00",TAS1,13.165,1,MEASUREMENT,"2024/03/16 18:19:14"
D,ROOFTOP,ACTUAL,2,"2024/03/16 18:00:00",TASN,7.239,0.7,MEASUREMENT,"2024/03/16 18:19:14"
D,ROOFTOP,ACTUAL,2,"2024/03/16 18:00:00",TASS,5.931,1,MEASUREMENT,"2024/03/16 18:19:14"
D,ROOFTOP,ACTUAL,2,"2024/03/16 18:00:00",VIC1,249.279,1,MEASUREMENT,"2024/03/16 18:19:14"
C,"END OF REPORT",13
