C,NEMP.WORLD,ROOFTOP_PV_ACTUAL_MEASUREMENT,AEMO,PUBLIC,2023/05/12,09:30:03,0000000386988924,DEMAND,0000000386988924
I,ROOFTOP,ACTUAL,2,INTERVAL_DATETIME,REGIONID,POWER,QI,TYPE,LASTCHANGED
D,ROOFTOP,ACTUAL,2,"2023/05/12 09:00:00",NSW1,1490.512,1,MEASUREMENT,"2023/05/12 09:19:20"
D,ROOFTOP,ACTUAL,2,"2023/05/12 09:00:00",QLD1,1659.563,1,MEASUREMENT,"2023/05/12 09:19:20"
D,ROOFTOP,ACTUAL,2,"2023/05/12 09:00:00",QLDC,130.468,1,MEASUREMENT,"2023/05/12 09:19:20"
D,ROOFTOP,ACTUAL,2,"2023/05/12 09:00:00",QLDN,207.591,1,MEASUREMENT,"2023/05/12 09:19:20"
D,ROOFTOP,ACTUAL,2,"2023/05/12 09:00:00",QLDS,1321.504,1,MEASUREMENT,"2023/05/12 09:19:20"
D,ROOFTOP,ACTUAL,2,"2023/05/12 09:00:00",SA1,185.425,1,MEASUREMENT,"2023/05/12 09:19:21"
D,ROOFTOP,ACTUAL,2,"2023/05/12 09:00:00",TAS1,16.805,1,MEASUREMENT,"2023/05/12 09:19:21"
D,ROOFTOP,ACTUAL,2,"2023/05/12 09:00:00",TASN,7.606,1,MEASUREMENT,"2023/05/12 09:19:21"
D,ROOFTOP,ACTUAL,2,"2023/05/12 09:00:00",TASS,9.185,1,MEASUREMENT,"2023/05/12 09:19:21"
D,ROOFTOP,ACTUAL,2,"2023/05/12 09:00:00",VIC1,556.75,1,MEASUREMENT,"2023/05/12 09:19:21"
C,"END OF REPORT",13
